component_ordinal,component_id,arm,experiment,unit,evaluation_cell_id,learner,model_seed,compute_backend,membership_reference,fit_action,input_contract_id,input_contract_sha256,input_scientific_identity_sha256,runtime_asset
83,C083,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::XGBOOST::SEED43,XGBOOST,43,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_DDOS_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
84,C084,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::LIGHTGBM::SEED43,LIGHTGBM,43,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_DDOS_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
85,C085,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::XGBOOST::SEED44,XGBOOST,44,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_DDOS_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
86,C086,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::LIGHTGBM::SEED44,LIGHTGBM,44,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_DDOS_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
87,C087,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::XGBOOST::SEED45,XGBOOST,45,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_DDOS_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
88,C088,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::LIGHTGBM::SEED45,LIGHTGBM,45,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_DDOS_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
89,C089,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::XGBOOST::SEED46,XGBOOST,46,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_DDOS_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
90,C090,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::LIGHTGBM::SEED46,LIGHTGBM,46,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_DDOS_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
91,C091,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::XGBOOST::SEED42,XGBOOST,42,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_INFILTRATION_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
92,C092,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::LIGHTGBM::SEED42,LIGHTGBM,42,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_INFILTRATION_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
93,C093,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::XGBOOST::SEED43,XGBOOST,43,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_INFILTRATION_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
94,C094,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::LIGHTGBM::SEED43,LIGHTGBM,43,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_INFILTRATION_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
95,C095,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::XGBOOST::SEED44,XGBOOST,44,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_INFILTRATION_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
96,C096,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::LIGHTGBM::SEED44,LIGHTGBM,44,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_INFILTRATION_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
97,C097,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::XGBOOST::SEED45,XGBOOST,45,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_INFILTRATION_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
98,C098,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::LIGHTGBM::SEED45,LIGHTGBM,45,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_INFILTRATION_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
99,C099,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::XGBOOST::SEED46,XGBOOST,46,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_INFILTRATION_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
100,C100,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::LIGHTGBM::SEED46,LIGHTGBM,46,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_INFILTRATION_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
101,C101,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED42,XGBOOST,42,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
102,C102,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED42,LIGHTGBM,42,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
103,C103,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED43,XGBOOST,43,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
104,C104,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED43,LIGHTGBM,43,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
105,C105,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED44,XGBOOST,44,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
106,C106,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED44,LIGHTGBM,44,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
107,C107,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED45,XGBOOST,45,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
108,C108,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED45,LIGHTGBM,45,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
109,C109,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED46,XGBOOST,46,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
110,C110,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED46,LIGHTGBM,46,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
111,C111,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED42,XGBOOST,42,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
112,C112,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED42,LIGHTGBM,42,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
113,C113,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED43,XGBOOST,43,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
114,C114,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED43,LIGHTGBM,43,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
115,C115,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED44,XGBOOST,44,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
116,C116,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED44,LIGHTGBM,44,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
117,C117,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED45,XGBOOST,45,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
118,C118,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED45,LIGHTGBM,45,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
119,C119,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED46,XGBOOST,46,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
120,C120,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED46,LIGHTGBM,46,CPU,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,NEW_FIT_AUTHORIZED,CICIDS2017_STAGE24_FLAG_CORRECTED_STAGE27_FLOAT32_GLOBAL,6f4bf806ed3b1d0cf3520c9e95888c5279e18bbf3f3c9dc1c04fbc42f1fa9630,c303a01a12657284cbc7269a34464b9f037b5a6feb9fac8d790452a504b76344,/kaggle/working/stage28_1c_runtime_cache/cicids2017/global_features_float32.npy
