component_ordinal,component_id,arm,experiment,unit,evaluation_cell_id,learner,configuration_id,model_seed,compute_backend,fit_action,fit_ordinal_if_new,parameter_sha256,model_evidence_path,model_sha256,stage28_result_evidence_path,ledger_evidence_path,closure_status
66,C066,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,28A_STAGE27_CHRONO::WEB_ATTACK::LIGHTGBM::SEED44,LIGHTGBM,LGBM_11,44,CPU,NEW_FIT_AUTHORIZED,54,0ed7e79e2b5d5f55b4cf8a3753c5df9ad083d412aa0ad08f72610f69b7692454,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a46_web_attack_lightgbm_seed44/web_attack_lightgbm_seed44_cpu_model.txt,d29d040291d2130d442d95957d4f06eaa57cf8c175d8662cd8d5cfa99359d07a,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a46_web_attack_lightgbm_seed44/stage28_2a46_web_attack_lightgbm_seed44_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a46_web_attack_lightgbm_seed44/stage28_2a46_web_attack_lightgbm_seed44_fit_ledger.json,PASS
67,C067,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,28A_STAGE27_CHRONO::WEB_ATTACK::XGBOOST::SEED45,XGBOOST,XGB_11,45,CPU,NEW_FIT_AUTHORIZED,55,ca62fc9245eaad469fdf744635d56dc10951d77cf808c1616122be817be35565,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a47_web_attack_xgboost_seed45/web_attack_xgboost_seed45_cpu_model.json,59c1026f5bc6d1bd28791bc5ecd87188cf2505dfc78e567f65e012eaba55f40a,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a47_web_attack_xgboost_seed45/stage28_2a47_web_attack_xgboost_seed45_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a47_web_attack_xgboost_seed45/stage28_2a47_web_attack_xgboost_seed45_fit_ledger.json,PASS
68,C068,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,28A_STAGE27_CHRONO::WEB_ATTACK::LIGHTGBM::SEED45,LIGHTGBM,LGBM_11,45,CPU,NEW_FIT_AUTHORIZED,56,6daf64f6e8034953ca426e6241177a45ee5cc6bdf5434bfa5a8f3789e34f431c,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a48_web_attack_lightgbm_seed45/web_attack_lightgbm_seed45_cpu_model.txt,620c362840ab5f8b018e3b1abaec62ca741ea7d731c2491b5cb014175a4a68cb,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a48_web_attack_lightgbm_seed45/stage28_2a48_web_attack_lightgbm_seed45_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a48_web_attack_lightgbm_seed45/stage28_2a48_web_attack_lightgbm_seed45_fit_ledger.json,PASS
69,C069,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,28A_STAGE27_CHRONO::WEB_ATTACK::XGBOOST::SEED46,XGBOOST,XGB_11,46,CPU,NEW_FIT_AUTHORIZED,57,f0f79c993ba61a0d11f6abb3fe34419203768a8f65df0dbcee72f3fa9d93f676,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a49_web_attack_xgboost_seed46/web_attack_xgboost_seed46_cpu_model.json,804dd2ac565e6d46694267a16e8c911a590aef7273042d6ae9538867be634395,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a49_web_attack_xgboost_seed46/stage28_2a49_web_attack_xgboost_seed46_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a49_web_attack_xgboost_seed46/stage28_2a49_web_attack_xgboost_seed46_fit_ledger.json,PASS
70,C070,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,28A_STAGE27_CHRONO::WEB_ATTACK::LIGHTGBM::SEED46,LIGHTGBM,LGBM_11,46,CPU,NEW_FIT_AUTHORIZED,58,7847b3ccffa8bdc77842ddf8ae34dddfec4d7b468b41824b2603d47828190d9c,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a50_web_attack_lightgbm_seed46/web_attack_lightgbm_seed46_cpu_model.txt,8384f56cfef4e4e7bc8b2e2974a10de143dd681ff474572d1dcab3dba576217a,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a50_web_attack_lightgbm_seed46/stage28_2a50_web_attack_lightgbm_seed46_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a50_web_attack_lightgbm_seed46/stage28_2a50_web_attack_lightgbm_seed46_fit_ledger.json,PASS
71,C071,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,BOT,28B_RANDOM_LOAO::BOT::XGBOOST::SEED42,XGBOOST,XGB_11,42,CPU,NEW_FIT_AUTHORIZED,59,1eb12cc88f3e1b455da9882d8439938fda175c66435940a5e2a6850cbcda63ff,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b1_bot_xgboost_seed42/bot_xgboost_seed42_cpu_model.json,cbfe69d53f07461f5f361fc67aef5d8bd28ffaeaeb9982b421906e2f7f9709d9,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b1_bot_xgboost_seed42/stage28_2b1_bot_xgboost_seed42_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b1_bot_xgboost_seed42/stage28_2b1_bot_xgboost_seed42_fit_ledger.json,PASS
72,C072,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,BOT,28B_RANDOM_LOAO::BOT::LIGHTGBM::SEED42,LIGHTGBM,LGBM_11,42,CPU,NEW_FIT_AUTHORIZED,60,dbb7ac185b3ac6aa8e3ac915cfa2b2080ee54bec8e7a38cab83537faad2f2754,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b2_bot_lightgbm_seed42/bot_lightgbm_seed42_cpu_model.txt,a3be24ac952160d1403a49b32c69871d54f268b5b2e0064215f4a2924f6b0e93,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b2_bot_lightgbm_seed42/stage28_2b2_bot_lightgbm_seed42_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b2_bot_lightgbm_seed42/stage28_2b2_bot_lightgbm_seed42_fit_ledger.json,PASS
73,C073,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,BOT,28B_RANDOM_LOAO::BOT::XGBOOST::SEED43,XGBOOST,XGB_11,43,CPU,NEW_FIT_AUTHORIZED,61,5ac981f17f3327f8de881b672b6bf35a3b020a3a56a68957146cbe6622e30ed0,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b3_bot_xgboost_seed43/bot_xgboost_seed43_cpu_model.json,4302562084261ba288aa4c4faa73e3b624d36a980ad17a2c0b429d3b436507c5,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b3_bot_xgboost_seed43/stage28_2b3_bot_xgboost_seed43_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b3_bot_xgboost_seed43/stage28_2b3_bot_xgboost_seed43_fit_ledger.json,PASS
74,C074,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,BOT,28B_RANDOM_LOAO::BOT::LIGHTGBM::SEED43,LIGHTGBM,LGBM_11,43,CPU,NEW_FIT_AUTHORIZED,62,d43b2e4009bec8e9874a2ec0fd65f1279ea8d493808a386ab84fc801076e9c13,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b4_bot_lightgbm_seed43/bot_lightgbm_seed43_cpu_model.txt,185d9357b5663eba22a14458f2d560ef312c90d2556aced48b40d3411365ab09,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b4_bot_lightgbm_seed43/stage28_2b4_bot_lightgbm_seed43_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b4_bot_lightgbm_seed43/stage28_2b4_bot_lightgbm_seed43_fit_ledger.json,PASS
75,C075,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,BOT,28B_RANDOM_LOAO::BOT::XGBOOST::SEED44,XGBOOST,XGB_11,44,CPU,NEW_FIT_AUTHORIZED,63,ae022425b27139a0ccdbb8e08ab9035ab386c4521afb3d9f095b1f7dc5cb7731,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b5_bot_xgboost_seed44/bot_xgboost_seed44_cpu_model.json,6c1b987100088a8156ec4ce6bab2a165aee3e78cb9f7cafeb8ae005772aa396d,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b5_bot_xgboost_seed44/stage28_2b5_bot_xgboost_seed44_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b5_bot_xgboost_seed44/stage28_2b5_bot_xgboost_seed44_fit_ledger.json,PASS
76,C076,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,BOT,28B_RANDOM_LOAO::BOT::LIGHTGBM::SEED44,LIGHTGBM,LGBM_11,44,CPU,NEW_FIT_AUTHORIZED,64,0ed7e79e2b5d5f55b4cf8a3753c5df9ad083d412aa0ad08f72610f69b7692454,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b6_bot_lightgbm_seed44/bot_lightgbm_seed44_cpu_model.txt,d1510342868b7dccb69f72c7914bb5deb168d84763326567fd13c3873551c018,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b6_bot_lightgbm_seed44/stage28_2b6_bot_lightgbm_seed44_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b6_bot_lightgbm_seed44/stage28_2b6_bot_lightgbm_seed44_fit_ledger.json,PASS
77,C077,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,BOT,28B_RANDOM_LOAO::BOT::XGBOOST::SEED45,XGBOOST,XGB_11,45,CPU,NEW_FIT_AUTHORIZED,65,ca62fc9245eaad469fdf744635d56dc10951d77cf808c1616122be817be35565,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b7_bot_xgboost_seed45/bot_xgboost_seed45_cpu_model.json,0682d8f05d2df0a3dc213067f4106feb8418488110a2158d8a0a11ddb374de0d,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b7_bot_xgboost_seed45/stage28_2b7_bot_xgboost_seed45_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b7_bot_xgboost_seed45/stage28_2b7_bot_xgboost_seed45_fit_ledger.json,PASS
78,C078,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,BOT,28B_RANDOM_LOAO::BOT::LIGHTGBM::SEED45,LIGHTGBM,LGBM_11,45,CPU,NEW_FIT_AUTHORIZED,66,6daf64f6e8034953ca426e6241177a45ee5cc6bdf5434bfa5a8f3789e34f431c,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b8_bot_lightgbm_seed45/bot_lightgbm_seed45_cpu_model.txt,244862255d7e7371af93d22f3348086c3d8d4f8882827523627ca7c7ef4805d1,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b8_bot_lightgbm_seed45/stage28_2b8_bot_lightgbm_seed45_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b8_bot_lightgbm_seed45/stage28_2b8_bot_lightgbm_seed45_fit_ledger.json,PASS
79,C079,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,BOT,28B_RANDOM_LOAO::BOT::XGBOOST::SEED46,XGBOOST,XGB_11,46,CPU,NEW_FIT_AUTHORIZED,67,f0f79c993ba61a0d11f6abb3fe34419203768a8f65df0dbcee72f3fa9d93f676,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b9_bot_xgboost_seed46/bot_xgboost_seed46_cpu_model.json,43188bd69d71228c6018ffa595ba8940986d1b87dd27cdd02d05e95f9f57356b,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b9_bot_xgboost_seed46/stage28_2b9_bot_xgboost_seed46_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b9_bot_xgboost_seed46/stage28_2b9_bot_xgboost_seed46_fit_ledger.json,PASS
80,C080,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,BOT,28B_RANDOM_LOAO::BOT::LIGHTGBM::SEED46,LIGHTGBM,LGBM_11,46,CPU,NEW_FIT_AUTHORIZED,68,7847b3ccffa8bdc77842ddf8ae34dddfec4d7b468b41824b2603d47828190d9c,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b10_bot_lightgbm_seed46/bot_lightgbm_seed46_cpu_model.txt,d64cb07f4d014ff15478bc4852cf029254857a6508a9ec4b503190fd39beff98,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b10_bot_lightgbm_seed46/stage28_2b10_bot_lightgbm_seed46_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b10_bot_lightgbm_seed46/stage28_2b10_bot_lightgbm_seed46_fit_ledger.json,PASS
81,C081,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::XGBOOST::SEED42,XGBOOST,XGB_11,42,CPU,NEW_FIT_AUTHORIZED,69,1eb12cc88f3e1b455da9882d8439938fda175c66435940a5e2a6850cbcda63ff,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b11_ddos_xgboost_seed42/ddos_xgboost_seed42_cpu_model.json,795a3e42c2c4210a9eb8f9354f930a1361b993d1c95be3c510e7a2fb6409b0f7,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b11_ddos_xgboost_seed42/stage28_2b11_ddos_xgboost_seed42_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b11_ddos_xgboost_seed42/stage28_2b11_ddos_xgboost_seed42_fit_ledger.json,PASS
82,C082,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::LIGHTGBM::SEED42,LIGHTGBM,LGBM_11,42,CPU,NEW_FIT_AUTHORIZED,70,dbb7ac185b3ac6aa8e3ac915cfa2b2080ee54bec8e7a38cab83537faad2f2754,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b12_ddos_lightgbm_seed42/ddos_lightgbm_seed42_cpu_model.txt,ce5e0524c5393268caff3bd084647826fa7c4cd53e12ae1ba0674667997bed95,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b12_ddos_lightgbm_seed42/stage28_2b12_ddos_lightgbm_seed42_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b12_ddos_lightgbm_seed42/stage28_2b12_ddos_lightgbm_seed42_fit_ledger.json,PASS
83,C083,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::XGBOOST::SEED43,XGBOOST,XGB_11,43,CPU,NEW_FIT_AUTHORIZED,71,5ac981f17f3327f8de881b672b6bf35a3b020a3a56a68957146cbe6622e30ed0,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b13_ddos_xgboost_seed43/ddos_xgboost_seed43_cpu_model.json,c62d2d1dfba3c813ce0f9f5c9eb62b6a9e5504a28d595071ab8838271a1a8669,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b13_ddos_xgboost_seed43/stage28_2b13_ddos_xgboost_seed43_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b13_ddos_xgboost_seed43/stage28_2b13_ddos_xgboost_seed43_fit_ledger.json,PASS
84,C084,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::LIGHTGBM::SEED43,LIGHTGBM,LGBM_11,43,CPU,NEW_FIT_AUTHORIZED,72,d43b2e4009bec8e9874a2ec0fd65f1279ea8d493808a386ab84fc801076e9c13,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b14_ddos_lightgbm_seed43/ddos_lightgbm_seed43_cpu_model.txt,6b570a4232bde802929b75637b237fdd77aaf46b48ae16bb514fa1865a012df8,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b14_ddos_lightgbm_seed43/stage28_2b14_ddos_lightgbm_seed43_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b14_ddos_lightgbm_seed43/stage28_2b14_ddos_lightgbm_seed43_fit_ledger.json,PASS
85,C085,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::XGBOOST::SEED44,XGBOOST,XGB_11,44,CPU,NEW_FIT_AUTHORIZED,73,ae022425b27139a0ccdbb8e08ab9035ab386c4521afb3d9f095b1f7dc5cb7731,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b15_ddos_xgboost_seed44/ddos_xgboost_seed44_cpu_model.json,6465c471dcbf6448d0136067a1bd7a0ad484e95b69e450042b8cea6042c0c1d6,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b15_ddos_xgboost_seed44/stage28_2b15_ddos_xgboost_seed44_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b15_ddos_xgboost_seed44/stage28_2b15_ddos_xgboost_seed44_fit_ledger.json,PASS
86,C086,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::LIGHTGBM::SEED44,LIGHTGBM,LGBM_11,44,CPU,NEW_FIT_AUTHORIZED,74,0ed7e79e2b5d5f55b4cf8a3753c5df9ad083d412aa0ad08f72610f69b7692454,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b16_ddos_lightgbm_seed44/ddos_lightgbm_seed44_cpu_model.txt,0cefc65b3e1a24b99051c2a7a60e6b29d0d52fc97c69e8d0f9034f79272a4855,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b16_ddos_lightgbm_seed44/stage28_2b16_ddos_lightgbm_seed44_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b16_ddos_lightgbm_seed44/stage28_2b16_ddos_lightgbm_seed44_fit_ledger.json,PASS
87,C087,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::XGBOOST::SEED45,XGBOOST,XGB_11,45,CPU,NEW_FIT_AUTHORIZED,75,ca62fc9245eaad469fdf744635d56dc10951d77cf808c1616122be817be35565,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b17_ddos_xgboost_seed45/ddos_xgboost_seed45_cpu_model.json,7a290f8df92f5e5ee2cfced2f73d32e56ea742554cd724870c58b77cc0626406,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b17_ddos_xgboost_seed45/stage28_2b17_ddos_xgboost_seed45_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b17_ddos_xgboost_seed45/stage28_2b17_ddos_xgboost_seed45_fit_ledger.json,PASS
88,C088,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::LIGHTGBM::SEED45,LIGHTGBM,LGBM_11,45,CPU,NEW_FIT_AUTHORIZED,76,6daf64f6e8034953ca426e6241177a45ee5cc6bdf5434bfa5a8f3789e34f431c,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b18_ddos_lightgbm_seed45/ddos_lightgbm_seed45_cpu_model.txt,86d75b4cd17ebe39b2c8321036f0f01b743eea9ac86a118775468c1b141939a7,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b18_ddos_lightgbm_seed45/stage28_2b18_ddos_lightgbm_seed45_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b18_ddos_lightgbm_seed45/stage28_2b18_ddos_lightgbm_seed45_fit_ledger.json,PASS
89,C089,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::XGBOOST::SEED46,XGBOOST,XGB_11,46,CPU,NEW_FIT_AUTHORIZED,77,f0f79c993ba61a0d11f6abb3fe34419203768a8f65df0dbcee72f3fa9d93f676,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b19_ddos_xgboost_seed46/ddos_xgboost_seed46_cpu_model.json,db3d6101de6ffcdfe9b339413042eed2a6ec667d328eefb7c22176a78c92c789,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b19_ddos_xgboost_seed46/stage28_2b19_ddos_xgboost_seed46_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b19_ddos_xgboost_seed46/stage28_2b19_ddos_xgboost_seed46_fit_ledger.json,PASS
90,C090,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,DDOS,28B_RANDOM_LOAO::DDOS::LIGHTGBM::SEED46,LIGHTGBM,LGBM_11,46,CPU,NEW_FIT_AUTHORIZED,78,7847b3ccffa8bdc77842ddf8ae34dddfec4d7b468b41824b2603d47828190d9c,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b20_ddos_lightgbm_seed46/ddos_lightgbm_seed46_cpu_model.txt,01b573e7df5c7d99c9262d938ab25265a3bc53ebf1f515a4f3f87a17e2eeaa00,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b20_ddos_lightgbm_seed46/stage28_2b20_ddos_lightgbm_seed46_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b20_ddos_lightgbm_seed46/stage28_2b20_ddos_lightgbm_seed46_fit_ledger.json,PASS
91,C091,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::XGBOOST::SEED42,XGBOOST,XGB_11,42,CPU,NEW_FIT_AUTHORIZED,79,1eb12cc88f3e1b455da9882d8439938fda175c66435940a5e2a6850cbcda63ff,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b21_infiltration_xgboost_seed42/infiltration_xgboost_seed42_cpu_model.json,a5741c4af9991b73f63f9310c1dea2fcc13b2356e2a4a92c13c9c0a090da97a4,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b21_infiltration_xgboost_seed42/stage28_2b21_infiltration_xgboost_seed42_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b21_infiltration_xgboost_seed42/stage28_2b21_infiltration_xgboost_seed42_fit_ledger.json,PASS
92,C092,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::LIGHTGBM::SEED42,LIGHTGBM,LGBM_11,42,CPU,NEW_FIT_AUTHORIZED,80,dbb7ac185b3ac6aa8e3ac915cfa2b2080ee54bec8e7a38cab83537faad2f2754,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b22_infiltration_lightgbm_seed42/infiltration_lightgbm_seed42_cpu_model.txt,34978287cf4280a7e86713479cbeb606246c03daa85fab6429dbccf370152925,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b22_infiltration_lightgbm_seed42/stage28_2b22_infiltration_lightgbm_seed42_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b22_infiltration_lightgbm_seed42/stage28_2b22_infiltration_lightgbm_seed42_fit_ledger.json,PASS
93,C093,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::XGBOOST::SEED43,XGBOOST,XGB_11,43,CPU,NEW_FIT_AUTHORIZED,81,5ac981f17f3327f8de881b672b6bf35a3b020a3a56a68957146cbe6622e30ed0,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b23_infiltration_xgboost_seed43/infiltration_xgboost_seed43_cpu_model.json,4bb8c17168fc3b2dfe52e0bd26893f7e86217e3191d8bbd062f159cb9299304a,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b23_infiltration_xgboost_seed43/stage28_2b23_infiltration_xgboost_seed43_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b23_infiltration_xgboost_seed43/stage28_2b23_infiltration_xgboost_seed43_fit_ledger.json,PASS
94,C094,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::LIGHTGBM::SEED43,LIGHTGBM,LGBM_11,43,CPU,NEW_FIT_AUTHORIZED,82,d43b2e4009bec8e9874a2ec0fd65f1279ea8d493808a386ab84fc801076e9c13,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b24_infiltration_lightgbm_seed43/infiltration_lightgbm_seed43_cpu_model.txt,5cab6473db7f90e7c8f42835ab89bc984147d7a69214c025137fd41d3794dbfe,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b24_infiltration_lightgbm_seed43/stage28_2b24_infiltration_lightgbm_seed43_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b24_infiltration_lightgbm_seed43/stage28_2b24_infiltration_lightgbm_seed43_fit_ledger.json,PASS
95,C095,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::XGBOOST::SEED44,XGBOOST,XGB_11,44,CPU,NEW_FIT_AUTHORIZED,83,ae022425b27139a0ccdbb8e08ab9035ab386c4521afb3d9f095b1f7dc5cb7731,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b25_infiltration_xgboost_seed44/infiltration_xgboost_seed44_cpu_model.json,bc3eb34fd3b24f954d0a73c311e3c47ab5af0fadb50466326ff665fc50b56b7b,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b25_infiltration_xgboost_seed44/stage28_2b25_infiltration_xgboost_seed44_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b25_infiltration_xgboost_seed44/stage28_2b25_infiltration_xgboost_seed44_fit_ledger.json,PASS
