search_term,file_path,line_number,context
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,85,"CNN_FP_01,cnn,CNN,FP,11552,5487,0,Benign,16,Flow Pkts/s,222222.222222222,0.1645054370164871,-0.5272850134877876,0.5272850134877876,9,True,-0.5272850134877877,0.3950005108983525,-1.971565647598468,0.0885590934033175,0.0625,0.9375,0.0,0.9375,Reference-stable direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,86,"CNN_FP_01,cnn,CNN,FP,11552,5487,0,Benign,40,Pkt Len Max,0.0,-0.7656013369560242,1.4403840639487508,1.4403840639487508,2,True,1.440384063948751,1.2929294541232978,-0.0020101366941689,3.550414727774728,0.78125,0.03125,0.1875,0.78125,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,87,"CNN_FP_01,cnn,CNN,FP,11552,5487,0,Benign,46,RST Flag Cnt,0.0,-0.5218309164047241,-0.919993681838016,0.919993681838016,4,True,-0.9199936818380162,1.2265194639036114,-3.867653514115175,-0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,88,"CNN_FP_01,cnn,CNN,FP,11552,5487,0,Benign,51,ECE Flag Cnt,0.0,-0.5218309164047241,-0.8678309504397168,0.8678309504397168,5,True,-0.8678309504397168,1.2476672581124284,-3.776898650463047,-0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,89,"CNN_FP_01,cnn,CNN,FP,11552,5487,0,Benign,52,Down/Up Ratio,1.0,0.5059916377067566,0.517367685937084,0.517367685937084,10,True,0.5173676859370839,0.7139709982177864,-0.8945120194524651,2.4795023448025444,0.5625,0.09375,0.34375,0.5625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,90,"CNN_FP_01,cnn,CNN,FP,11552,5487,0,Benign,53,Pkt Size Avg,0.0,-0.8142153024673462,1.2918783188228955,1.2918783188228955,3,True,1.291878318822896,0.9504522166842144,-0.0,2.671710887621294,0.8125,0.0,0.1875,0.8125,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,91,"CNN_FP_01,cnn,CNN,FP,11552,5487,0,Benign,66,Init Fwd Win Byts,1024.0,-0.6936777234077454,1.7047390320116989,1.7047390320116989,1,True,1.704739032011699,2.101780133128246,-0.2113538363887123,9.141091207238242,0.6875,0.3125,0.0,0.6875,Moderately stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,92,"CNN_FP_02,cnn,CNN,FP,28212,191024,0,Benign,7,Fwd Pkt Len Max,0.0,-0.6599207520484924,0.7713975583256663,0.7713975583256663,3,True,0.7713975583256664,1.712897183974911,-2.10523843786786,4.762023760753871,0.53125,0.28125,0.1875,0.53125,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,93,"CNN_FP_02,cnn,CNN,FP,28212,191024,0,Benign,10,Fwd Pkt Len Std,0.0,-0.6824519038200378,-0.7084501073593166,0.7084501073593166,6,True,-0.7084501073593166,1.414501613424524,-5.144201784426556,0.3052965079903441,0.09375,0.59375,0.3125,0.59375,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,94,"CNN_FP_02,cnn,CNN,FP,28212,191024,0,Benign,11,Bwd Pkt Len Max,0.0,-0.684525191783905,0.7131544195714621,0.7131544195714621,5,True,0.7131544195714622,0.7888894597006013,-0.0620278212432737,2.4887378149987565,0.625,0.125,0.25,0.625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,95,"CNN_FP_02,cnn,CNN,FP,28212,191024,0,Benign,14,Bwd Pkt Len Std,0.0,-0.6783645153045654,-0.4731984312470274,0.4731984312470274,8,True,-0.4731984312470274,1.3533160165752185,-4.925434358936763,0.8356214290545521,0.34375,0.28125,0.375,0.375,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,96,"CNN_FP_02,cnn,CNN,FP,28212,191024,0,Benign,40,Pkt Len Max,0.0,-0.7656013369560242,0.6543908916263015,0.6543908916263015,7,True,0.6543908916263013,0.6854438085542133,-0.0709650271177382,2.0667689234076114,0.75,0.0625,0.1875,0.75,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,97,"CNN_FP_02,cnn,CNN,FP,28212,191024,0,Benign,46,RST Flag Cnt,1.0,1.9163296222686768,1.3949738614824083,1.3949738614824083,2,True,1.3949738614824083,1.5127414522786349,-0.4308707655698539,4.6110541600655965,0.5625,0.0625,0.375,0.5625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,98,"CNN_FP_02,cnn,CNN,FP,28212,191024,0,Benign,51,ECE Flag Cnt,1.0,1.9163296222686768,1.8662320645652288,1.8662320645652288,1,True,1.8662320645652284,1.865823662511848,-0.3143037040930531,5.558945163015175,0.59375,0.03125,0.375,0.59375,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,99,"CNN_FP_02,cnn,CNN,FP,28212,191024,0,Benign,53,Pkt Size Avg,0.0,-0.8142153024673462,0.7232915895644825,0.7232915895644825,4,True,0.7232915895644824,0.8957111401416136,-0.5557166951141919,2.966613369158431,0.75,0.0625,0.1875,0.75,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,100,"CNN_FP_02,cnn,CNN,FP,28212,191024,0,Benign,54,Fwd Seg Size Avg,0.0,-0.7370033860206604,0.468826057115332,0.468826057115332,9,True,0.468826057115332,0.411175368715321,-0.4605400339020195,1.2595862998839495,0.78125,0.03125,0.1875,0.78125,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,101,"CNN_FP_02,cnn,CNN,FP,28212,191024,0,Benign,55,Bwd Seg Size Avg,0.0,-0.6581581234931946,-0.4634340962220829,0.4634340962220829,10,True,-0.4634340962220829,0.7810741150506544,-2.9936551228951203,0.8803145040791721,0.15625,0.59375,0.25,0.59375,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,102,"CNN_FP_03,cnn,CNN,FP,22418,274755,0,Benign,7,Fwd Pkt Len Max,0.0,-0.6599207520484924,0.77600608437058,0.77600608437058,3,True,0.7760060843705799,1.723662927127792,-2.121249928401935,4.815596396344393,0.53125,0.28125,0.1875,0.53125,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,103,"CNN_FP_03,cnn,CNN,FP,22418,274755,0,Benign,10,Fwd Pkt Len Std,0.0,-0.6824519038200378,-0.7099295901134484,0.7099295901134484,6,True,-0.7099295901134481,1.4163063379682976,-5.149995621730169,0.3044168645048539,0.09375,0.59375,0.3125,0.59375,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,104,"CNN_FP_03,cnn,CNN,FP,22418,274755,0,Benign,11,Bwd Pkt Len Max,0.0,-0.684525191783905,0.7295738634562369,0.7295738634562369,4,True,0.729573863456237,0.798451849381712,-0.0615806529670508,2.5193336568206965,0.625,0.125,0.25,0.625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,105,"CNN_FP_03,cnn,CNN,FP,22418,274755,0,Benign,14,Bwd Pkt Len Std,0.0,-0.6783645153045654,-0.4620877459650526,0.4620877459650526,10,True,-0.4620877459650525,1.3448387313077967,-4.816441845385347,0.8535985514746137,0.34375,0.28125,0.375,0.375,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,106,"CNN_FP_03,cnn,CNN,FP,22418,274755,0,Benign,40,Pkt Len Max,0.0,-0.7656013369560242,0.6806361722422797,0.6806361722422797,7,True,0.6806361722422798,0.7054505161443367,-0.074689554303311,2.124878086084862,0.75,0.0625,0.1875,0.75,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,107,"CNN_FP_03,cnn,CNN,FP,22418,274755,0,Benign,46,RST Flag Cnt,1.0,1.9163296222686768,1.4227079858670209,1.4227079858670209,2,True,1.4227079858670209,1.528080765984523,-0.4202431345409602,4.6231031326073175,0.5625,0.0625,0.375,0.5625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,108,"CNN_FP_03,cnn,CNN,FP,22418,274755,0,Benign,51,ECE Flag Cnt,1.0,1.9163296222686768,1.9363937196972645,1.9363937196972645,1,True,1.9363937196972645,1.9174743766199709,-0.3034273028452338,5.604997781170228,0.59375,0.03125,0.375,0.59375,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,109,"CNN_FP_03,cnn,CNN,FP,22418,274755,0,Benign,53,Pkt Size Avg,0.0,-0.8142153024673462,0.7229340506798146,0.7229340506798146,5,True,0.7229340506798144,0.8940631551700788,-0.5576568204443815,2.9624778669172462,0.75,0.0625,0.1875,0.75,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,110,"CNN_FP_03,cnn,CNN,FP,22418,274755,0,Benign,54,Fwd Seg Size Avg,0.0,-0.7370033860206604,0.482391389883352,0.482391389883352,9,True,0.482391389883352,0.4167976291601915,-0.4230404282948151,1.291774585072092,0.78125,0.03125,0.1875,0.78125,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,111,"CNN_FP_03,cnn,CNN,FP,22418,274755,0,Benign,55,Bwd Seg Size Avg,0.0,-0.6581581234931946,-0.4869146889043949,0.4869146889043949,8,True,-0.4869146889043948,0.7983841212365017,-3.0600627558334508,0.8647201716858611,0.15625,0.59375,0.25,0.59375,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,112,"CNN_FP_04,cnn,CNN,FP,15047,164648,0,Benign,7,Fwd Pkt Len Max,0.0,-0.6599207520484924,0.6679078851741245,0.6679078851741245,8,True,0.6679078851741247,1.3540256826032144,-2.110314752234021,3.476577455786689,0.625,0.1875,0.1875,0.625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,113,"CNN_FP_04,cnn,CNN,FP,15047,164648,0,Benign,10,Fwd Pkt Len Std,0.0,-0.6824519038200378,-0.6570521707717646,0.6570521707717646,10,True,-0.6570521707717647,1.3172991605153164,-4.444881285819551,0.4465318968112117,0.21875,0.46875,0.3125,0.46875,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,114,"CNN_FP_04,cnn,CNN,FP,15047,164648,0,Benign,11,Bwd Pkt Len Max,0.0,-0.684525191783905,0.6610432985854504,0.6610432985854504,9,True,0.6610432985854503,0.7125180823803602,-0.0113852665052413,2.1256707744344063,0.65625,0.09375,0.25,0.65625,Moderately stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,115,"CNN_FP_04,cnn,CNN,FP,15047,164648,0,Benign,38,Bwd Pkts/s,250000.0,0.9183104634284972,1.0562014365693435,1.0562014365693435,4,True,1.0562014365693433,0.8595231978653577,-0.5726005126671815,2.1116862864886703,0.90625,0.09375,0.0,0.90625,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,116,"CNN_FP_04,cnn,CNN,FP,15047,164648,0,Benign,40,Pkt Len Max,0.0,-0.7656013369560242,1.5440253899397671,1.5440253899397671,1,True,1.5440253899397671,1.4512327294478666,-0.0429291433703133,3.809596697584048,0.78125,0.03125,0.1875,0.78125,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,117,"CNN_FP_04,cnn,CNN,FP,15047,164648,0,Benign,46,RST Flag Cnt,0.0,-0.5218309164047241,-0.966222229084842,0.966222229084842,6,True,-0.9662222290848416,1.309674577375461,-4.404475861893526,-0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,118,"CNN_FP_04,cnn,CNN,FP,15047,164648,0,Benign,51,ECE Flag Cnt,0.0,-0.5218309164047241,-0.9453434686871908,0.9453434686871908,7,True,-0.9453434686871908,1.3681005873315846,-3.8579341843395514,-0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,119,"CNN_FP_04,cnn,CNN,FP,15047,164648,0,Benign,53,Pkt Size Avg,0.0,-0.8142153024673462,1.0657319554755709,1.0657319554755709,3,True,1.0657319554755709,0.8342650785044744,-0.0,2.392306536899258,0.8125,0.0,0.1875,0.8125,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,120,"CNN_FP_04,cnn,CNN,FP,15047,164648,0,Benign,66,Init Fwd Win Byts,1024.0,-0.6936777234077454,1.539676477403202,1.539676477403202,2,True,1.539676477403202,1.9332707878426711,-0.2538898629461015,8.715835726000522,0.6875,0.3125,0.0,0.6875,Moderately stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,121,"CNN_FP_04,cnn,CNN,FP,15047,164648,0,Benign,69,Fwd Seg Size Min,24.0,0.1813714355230331,1.011288322557747,1.011288322557747,5,True,1.0112883225577467,1.4148978373671688,-0.1651303702299102,4.7243227428839365,0.6875,0.3125,0.0,0.6875,Moderately stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,142,"CNN_FP_07,cnn,CNN,FP,36683,288123,0,Benign,7,Fwd Pkt Len Max,0.0,-0.6599207520484924,1.4979254291962736,1.4979254291962736,3,True,1.4979254291962736,2.876875120018292,-1.5098026881455149,8.21824674558492,0.59375,0.21875,0.1875,0.59375,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,143,"CNN_FP_07,cnn,CNN,FP,36683,288123,0,Benign,10,Fwd Pkt Len Std,0.0,-0.6824519038200378,-1.4320167989674777,1.4320167989674777,4,True,-1.4320167989674777,3.168455742768833,-12.007339583894016,0.3834534269475232,0.21875,0.46875,0.3125,0.46875,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,144,"CNN_FP_07,cnn,CNN,FP,36683,288123,0,Benign,11,Bwd Pkt Len Max,0.0,-0.684525191783905,0.8089761063434303,0.8089761063434303,9,True,0.8089761063434304,1.1001927829457545,-0.1286550529843149,3.675736031189584,0.59375,0.15625,0.25,0.59375,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,145,"CNN_FP_07,cnn,CNN,FP,36683,288123,0,Benign,41,Pkt Len Mean,0.0,-0.7634954452514648,0.7857561898890136,0.7857561898890136,10,True,0.7857561898890137,0.8242562105454128,-0.0,3.038688849935435,0.8125,0.0,0.1875,0.8125,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,146,"CNN_FP_07,cnn,CNN,FP,36683,288123,0,Benign,46,RST Flag Cnt,0.0,-0.5218309164047241,-1.0559928299810608,1.0559928299810608,5,True,-1.0559928299810606,1.523000727397455,-5.716480825022923,-0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,147,"CNN_FP_07,cnn,CNN,FP,36683,288123,0,Benign,47,PSH Flag Cnt,1.0,0.9456127285957336,-1.0271112175413242,1.0271112175413242,6,True,-1.0271112175413242,1.4798219779216548,-4.917403668002255,0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,148,"CNN_FP_07,cnn,CNN,FP,36683,288123,0,Benign,51,ECE Flag Cnt,0.0,-0.5218309164047241,-0.8386388000509037,0.8386388000509037,8,True,-0.8386388000509037,1.2861306295739567,-3.993386788392496,-0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,149,"CNN_FP_07,cnn,CNN,FP,36683,288123,0,Benign,53,Pkt Size Avg,0.0,-0.8142153024673462,0.8443139758865141,0.8443139758865141,7,True,0.8443139758865141,1.0514702308584574,-0.843152083539258,2.8157197090629977,0.75,0.0625,0.1875,0.75,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,150,"CNN_FP_07,cnn,CNN,FP,36683,288123,0,Benign,66,Init Fwd Win Byts,26883.0,0.5590801239013672,3.696895984301631,3.696895984301631,2,True,3.6968959843016314,2.5104803701661136,0.2493887948199381,9.848448392985237,1.0,0.0,0.0,1.0,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,151,"CNN_FP_07,cnn,CNN,FP,36683,288123,0,Benign,69,Fwd Seg Size Min,40.0,1.7942849397659302,4.2857464234247535,4.2857464234247535,1,True,4.285746423424754,1.917509578228872,2.207975343706274,10.82930938307749,1.0,0.0,0.0,1.0,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,152,"CNN_FP_08,cnn,CNN,FP,9969,15869,0,Benign,7,Fwd Pkt Len Max,0.0,-0.6599207520484924,1.3975588538856565,1.3975588538856565,3,True,1.3975588538856567,2.454934243126444,-1.8863770556818804,7.528534361004961,0.6875,0.125,0.1875,0.6875,Moderately stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,153,"CNN_FP_08,cnn,CNN,FP,9969,15869,0,Benign,13,Bwd Pkt Len Mean,0.0,-0.6581581234931946,0.9392140101129092,0.9392140101129092,9,True,0.9392140101129092,0.9264345186615146,-0.0,3.19475672165607,0.75,0.0,0.25,0.75,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,154,"CNN_FP_08,cnn,CNN,FP,9969,15869,0,Benign,20,Flow IAT Min,14100000.0,1.086371660232544,1.1556653816705262,1.1556653816705262,4,True,1.1556653816705262,1.7132016454776733,-5.792224638575144,3.117033675413925,0.90625,0.09375,0.0,0.90625,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,155,"CNN_FP_08,cnn,CNN,FP,9969,15869,0,Benign,25,Fwd IAT Min,14100000.0,0.881786048412323,1.1107339448469495,1.1107339448469495,5,True,1.1107339448469495,0.7643567209172771,-0.8272164689951116,2.033433769157372,0.9375,0.0625,0.0,0.9375,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,156,"CNN_FP_08,cnn,CNN,FP,9969,15869,0,Benign,41,Pkt Len Mean,0.0,-0.7634954452514648,1.029781254261367,1.029781254261367,7,True,1.0297812542613665,0.9073869697469946,-0.0,3.048848694033924,0.8125,0.0,0.1875,0.8125,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,157,"CNN_FP_08,cnn,CNN,FP,9969,15869,0,Benign,42,Pkt Len Std,0.0,-0.7985594868659973,1.0606331149547925,1.0606331149547925,6,True,1.0606331149547925,1.0829306801390994,-0.0,3.3747367936505923,0.8125,0.0,0.1875,0.8125,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,158,"CNN_FP_08,cnn,CNN,FP,9969,15869,0,Benign,47,PSH Flag Cnt,0.0,-1.0575153827667236,0.9756418758411456,0.9756418758411456,8,True,0.9756418758411456,1.0909084768527784,-0.4682079788359989,4.210344033449326,0.59375,0.03125,0.375,0.59375,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,159,"CNN_FP_08,cnn,CNN,FP,9969,15869,0,Benign,48,ACK Flag Cnt,1.0,1.5607398748397827,2.359423693724961,2.359423693724961,2,True,2.359423693724961,1.909836542001124,0.0,7.376189762907204,0.78125,0.0,0.21875,0.78125,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,160,"CNN_FP_08,cnn,CNN,FP,9969,15869,0,Benign,51,ECE Flag Cnt,0.0,-0.5218309164047241,-0.8888961743965285,0.8888961743965285,10,True,-0.8888961743965285,1.2792098313130356,-4.003103279917741,-0.0,0.0,0.375,0.625,0.625,Reference-sensitive direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,161,"CNN_FP_08,cnn,CNN,FP,9969,15869,0,Benign,69,Fwd Seg Size Min,32.0,0.9878281950950624,4.542423457771893,4.542423457771893,1,True,4.542423457771893,3.245322122342078,0.0,12.644195141902806,0.90625,0.0,0.09375,0.90625,Reference-stable direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,162,"CNN_TN_01,cnn,CNN,TN,36312,275065,0,Benign,10,Fwd Pkt Len Std,85.34967291,-0.1262657642364502,-0.8825122743442666,0.8825122743442666,3,True,-0.8825122743442666,1.3122235527699146,-4.713339645769391,0.1639982075459738,0.15625,0.84375,0.0,0.84375,Reference-stable direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,163,"CNN_TN_01,cnn,CNN,TN,36312,275065,0,Benign,11,Bwd Pkt Len Max,145.0,-0.364097386598587,0.5830616221593209,0.5830616221593209,6,True,0.583061622159321,0.9031204549326648,-0.4694372971083868,2.901798755692038,0.59375,0.40625,0.0,0.59375,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,164,"CNN_TN_01,cnn,CNN,TN,36312,275065,0,Benign,14,Bwd Pkt Len Std,72.5,-0.3032875657081604,-0.8326628517522835,0.8326628517522835,4,True,-0.8326628517522834,1.379797578322884,-5.455925051945808,0.2613818880230162,0.1875,0.8125,0.0,0.8125,Reference-stable direction,Decreases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,165,"CNN_TN_01,cnn,CNN,TN,36312,275065,0,Benign,40,Pkt Len Max,219.0,-0.3504483997821808,0.4600669489145377,0.4600669489145377,9,True,0.4600669489145378,0.9575891627573414,-1.3350879434173517,1.8645766372412875,0.5625,0.4375,0.0,0.5625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
vit,results/stage14_integrated_gradients/stage14_4b_ig_top10_term_reliability.csv,166,"CNN_TN_01,cnn,CNN,TN,36312,275065,0,Benign,46,RST Flag Cnt,1.0,1.9163296222686768,2.163696665412113,2.163696665412113,2,True,2.163696665412113,1.967822143584051,0.0,5.258780396694305,0.625,0.0,0.375,0.625,Reference-sensitive direction,Increases attack logit,Moderately reference-stable,Present only with explicit reference-sensitivity caveat"
