component_ordinal,component_id,arm,experiment,unit,evaluation_cell_id,learner,configuration_id,model_seed,compute_backend,parameter_set_id,parameter_sha256,membership_reference,positive_class_weight,fit_action,reused_model_path,reused_model_sha256,new_fit_budget_units,reuse_budget_units
105,C105,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED44,XGBOOST,XGB_11,44,CPU,LOAO::XGBOOST::SEED44,ae022425b27139a0ccdbb8e08ab9035ab386c4521afb3d9f095b1f7dc5cb7731,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,4.560956722388734,NEW_FIT_AUTHORIZED,,,1,0
106,C106,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED44,LIGHTGBM,LGBM_11,44,CPU,LOAO::LIGHTGBM::SEED44,0ed7e79e2b5d5f55b4cf8a3753c5df9ad083d412aa0ad08f72610f69b7692454,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,4.560956722388734,NEW_FIT_AUTHORIZED,,,1,0
107,C107,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED45,XGBOOST,XGB_11,45,CPU,LOAO::XGBOOST::SEED45,ca62fc9245eaad469fdf744635d56dc10951d77cf808c1616122be817be35565,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,4.560956722388734,NEW_FIT_AUTHORIZED,,,1,0
108,C108,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED45,LIGHTGBM,LGBM_11,45,CPU,LOAO::LIGHTGBM::SEED45,6daf64f6e8034953ca426e6241177a45ee5cc6bdf5434bfa5a8f3789e34f431c,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,4.560956722388734,NEW_FIT_AUTHORIZED,,,1,0
109,C109,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED46,XGBOOST,XGB_11,46,CPU,LOAO::XGBOOST::SEED46,f0f79c993ba61a0d11f6abb3fe34419203768a8f65df0dbcee72f3fa9d93f676,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,4.560956722388734,NEW_FIT_AUTHORIZED,,,1,0
110,C110,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED46,LIGHTGBM,LGBM_11,46,CPU,LOAO::LIGHTGBM::SEED46,7847b3ccffa8bdc77842ddf8ae34dddfec4d7b468b41824b2603d47828190d9c,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_PORT_SCAN_membership_receipt.json,4.560956722388734,NEW_FIT_AUTHORIZED,,,1,0
111,C111,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED42,XGBOOST,XGB_11,42,CPU,LOAO::XGBOOST::SEED42,1eb12cc88f3e1b455da9882d8439938fda175c66435940a5e2a6850cbcda63ff,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,3.2738498168168437,NEW_FIT_AUTHORIZED,,,1,0
112,C112,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED42,LIGHTGBM,LGBM_11,42,CPU,LOAO::LIGHTGBM::SEED42,dbb7ac185b3ac6aa8e3ac915cfa2b2080ee54bec8e7a38cab83537faad2f2754,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,3.2738498168168437,NEW_FIT_AUTHORIZED,,,1,0
113,C113,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED43,XGBOOST,XGB_11,43,CPU,LOAO::XGBOOST::SEED43,5ac981f17f3327f8de881b672b6bf35a3b020a3a56a68957146cbe6622e30ed0,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,3.2738498168168437,NEW_FIT_AUTHORIZED,,,1,0
114,C114,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED43,LIGHTGBM,LGBM_11,43,CPU,LOAO::LIGHTGBM::SEED43,d43b2e4009bec8e9874a2ec0fd65f1279ea8d493808a386ab84fc801076e9c13,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,3.2738498168168437,NEW_FIT_AUTHORIZED,,,1,0
115,C115,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED44,XGBOOST,XGB_11,44,CPU,LOAO::XGBOOST::SEED44,ae022425b27139a0ccdbb8e08ab9035ab386c4521afb3d9f095b1f7dc5cb7731,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,3.2738498168168437,NEW_FIT_AUTHORIZED,,,1,0
116,C116,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED44,LIGHTGBM,LGBM_11,44,CPU,LOAO::LIGHTGBM::SEED44,0ed7e79e2b5d5f55b4cf8a3753c5df9ad083d412aa0ad08f72610f69b7692454,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,3.2738498168168437,NEW_FIT_AUTHORIZED,,,1,0
117,C117,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED45,XGBOOST,XGB_11,45,CPU,LOAO::XGBOOST::SEED45,ca62fc9245eaad469fdf744635d56dc10951d77cf808c1616122be817be35565,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,3.2738498168168437,NEW_FIT_AUTHORIZED,,,1,0
118,C118,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED45,LIGHTGBM,LGBM_11,45,CPU,LOAO::LIGHTGBM::SEED45,6daf64f6e8034953ca426e6241177a45ee5cc6bdf5434bfa5a8f3789e34f431c,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,3.2738498168168437,NEW_FIT_AUTHORIZED,,,1,0
119,C119,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED46,XGBOOST,XGB_11,46,CPU,LOAO::XGBOOST::SEED46,f0f79c993ba61a0d11f6abb3fe34419203768a8f65df0dbcee72f3fa9d93f676,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,3.2738498168168437,NEW_FIT_AUTHORIZED,,,1,0
120,C120,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED46,LIGHTGBM,LGBM_11,46,CPU,LOAO::LIGHTGBM::SEED46,7847b3ccffa8bdc77842ddf8ae34dddfec4d7b468b41824b2603d47828190d9c,results/stage28_stability_novelty_control/stage28_1b_random_loao_membership_and_execution_lock/random_loao_WEB_ATTACK_membership_receipt.json,3.2738498168168437,NEW_FIT_AUTHORIZED,,,1,0
