path,extension,size_bytes,sha256,git_tracked,scientific_stage,artifact_role,provenance_classification,structured_shape,row_count,dimension_basis,record_bound,redistribution_status,rights_basis,notes
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_153.json,.json,1257,f2c20aa23445137abe6c559a318c0e69b92e11ff70dcb663ecec3169f88be2ff,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_154.json,.json,1258,3d3edafce0effbb521fb207b9136416597b96ce29bad19b3f21325a73336fbb1,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_155.json,.json,1285,dd66fe797c84746b41b6d44120eae884507d26eca06c6741823a78544eaaae90,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_156.json,.json,1248,3eb090692a8b7322d844bd6077572f30c7136ace7bb9c82049c92ad56f609967,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_157.json,.json,1259,a3b01373b3fceefeec412293fa253386b5463b8f3c46282a9cf677a84cc95538,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_158.json,.json,1252,38d61cae1c95e87abdbddf273801c96fa57fff8ba6afbf5e0206dc2b8affac0b,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_159.json,.json,1259,7f99abf92e2b3c7fdbb81acc714e3f9f2e34ff315a5bee1d159ca4cfc255a1ff,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_160.json,.json,1259,009988573513f16668256c8a72743e26f50a0b076703a6eebc2151878ddfcdfc,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_161.json,.json,1258,72ff3f0fd21d18a3e51d3987d4ee6b1fe75c48fce0b4d44f5a6dff39d77d6a36,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_162.json,.json,1253,b4c625368e6bd42c2c251aeeb1b83e9db3094bd8b70db8a59922da4280983691,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_163.json,.json,1249,99e67c849446a4f13d579282afcb74e05977fa7070c38e5acd3e962e33f344bc,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_164.json,.json,1250,06d59ed1173fe14df75c5222eafd7402e5d3874b8ebaea063680dccbd975bc04,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_165.json,.json,1251,88a394d4b1f1c621540424e7e98f2a4b0d4c3f348883e97ed2f1a62d331b5e2a,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_166.json,.json,1267,2fd202b946742037aa96d5ca03eeccba778d81657981308a2e330639cf79a9f5,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_167.json,.json,1249,1cc35f0c67d150246a12d36bdb19dadd5bef60c3db484025f5dd2cead0b94631,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_168.json,.json,1247,f2d280990d6509f40193c6245b80dbe1c92d1f370b336033008a75f6416da952,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_169.json,.json,1260,ba0d9d2925345496635fb8d6f0c2d1e7f4b30f64ec819ce3e41595b5b1a1638a,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_170.json,.json,1258,6f0507e0f1ffb4253304450d02b18ed328201572b94cc6b99d134bcc6a6365cf,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_171.json,.json,1253,7ed781f2e0b0c0e18d2aedb82d7af08bebeda3fe6bb3f5ec57e6e4d633d32436,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_172.json,.json,1257,e85873d90f2ef0215a0c941859c3e5eb348d1bdc3108a0c3d82509b9248f428d,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_173.json,.json,1243,de364222e22318cfa3c3f2d6749d17d9f69148780a7f9772b399e4f4c9f64f34,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_174.json,.json,1261,fa99e6d31698538f5b908c9812c8f0d39f4c2c636be792a308c5126f311b7e62,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_175.json,.json,1251,d84d6903c0b02dff912a4e7ff59699e09bd36704ff1bdf4d02b9c50a834099ba,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_176.json,.json,1248,9ee742e6763b875f5868fd3828ae927822c2ad40b555f9c22f0d670e723b00ef,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_177.json,.json,1252,3410c414c282945ecaf13d4ab2159767941a3c8750132f7bc45b7c5ea25454b5,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_178.json,.json,1258,e8d457efffa035b1c3e141a132e2cde480abf9f34d3b6c31e189041166c20f81,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_179.json,.json,1247,80323ba11a1aa6c33c2d0e48fe0ed80d6116bbe57390b82a98ac3c9d6232b4d3,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_180.json,.json,1288,592e7b513a56737a925cd2b71c7eab4633a3301969e61e67de62aa0564697f10,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_181.json,.json,1256,5b8022e1aac2614181cef1873cbe25b5dd6d4cd77228ca11fb5559f37e110e1f,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_182.json,.json,1275,cf97b460bc682a71e446f68951d98f865729d5771992dd14f6e7675b6fe1121c,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_183.json,.json,1252,f02f563a97bd478aeaa62fd7e3ce3d51a4e0ab808b1b9c24bd46f8409e1691c6,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_184.json,.json,1248,6907302b7f7ab71f07c55abbab2eb98338bdb65cda407a847b5ff8c8c5248895,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_185.json,.json,1251,031b90c6616d8b9f2c3c2416e1c3c8ead9bd2f6982d25e27022fd02248387a1a,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_186.json,.json,1031,b4bde0dd3c311b59deb845ad269427f98d797058035208c3f6a25257d70f5637,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=21,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_187.json,.json,1250,04586961c26e8a9d7709662520d3c5940a4ccd432b8aa6872607b7d8956a0d6e,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_188.json,.json,1262,28fc4ab0f560d30c97d0ef695a90bfc441dc3bf741cde97e359a678b787bf0a9,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_189.json,.json,1270,34b54040978054cbb34cdb59608266f63cfe2ee09f60cb1c15188cd5b2de135c,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_190.json,.json,1260,045d643b782fefd63306607867de97ac62f7e2ac6f45d124b803c782c5312b9b,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_191.json,.json,1275,45f3c1beede35d26059ff85e81e35d138ec4a86730d90c8421dce394ad996a78,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_192.json,.json,1273,0d77127d46200fad65e1c4da4fba3dcb0c163cf65f11b30c24ac098947a8b307,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_193.json,.json,1031,c35ed0f9532d8821d27d29ba89817c5e7e288fd1b6e1eccc08305ab83c4f6449,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=21,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_194.json,.json,1249,7df9f90e8595d0b105edffd3553d22d01b9eb1baec656d95ef9b28bedd05118b,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_195.json,.json,1270,da2c19394a527c17caaf69b8f527d5952421ba8ed502415b263a3ac5b72b7b47,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_196.json,.json,1281,47a8a970c66f7613878c4330e9e9f9c88527464f8a430e2f3efa11e01dfb0455,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_197.json,.json,1249,5bd0556958e363cb18f2e8e1fd7d199a6c93a2cef69fc97fe2925ccca3db6573,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_198.json,.json,1259,295f3881d009c0d9cbcef1f9c6825a70165d96247b480923715e79d134644b32,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_199.json,.json,1267,d8c75548d5de4a537f28cbe308509c58f459aaa4b5702011fabfb8f06aa1fcb3,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_200.json,.json,1250,0c80e9008fc857bcd0bb7a727d8ba1fab98e16ba05b19ea363f925112aa9d057,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_201.json,.json,1273,d870181022ffc3dc1a782383b07b6d051c1280bceec0cf674536c7bccc3d7702,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_202.json,.json,1031,416314ad0531ba328cd535e55185c038253235bb732e8d7a84b7e073a82ca120,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=21,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_203.json,.json,1281,c5fdf459b5129d41666aca8a822eb960210188480b9fff0a92d357339f701154,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_204.json,.json,1252,7d2bd2a82d464797b17a6bbec568013e1a0d23e03a7907f1998b044257749ad6,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/stage26_deployment_profiling/stage26_3b_cpu_memory_profile/observations/memory_205.json,.json,1248,7644e50a1c5fdd8c4fe1fb444ccab00443e41a0b0fe981d70ffd9424541d174c,YES,Stage26,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,json_object_keys=29,NOT_APPLICABLE,JSON_TOP_LEVEL_STATIC_METADATA,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
