background_position,training_position,original_row_index,y_true
10491,131308,23580,0
10492,65819,86916,1
10493,76842,261678,0
10494,156942,230103,0
10495,16081,126086,1
10496,1607,88525,1
10497,59355,154601,1
10498,86904,67958,0
10499,82913,127294,0
10500,80393,296037,0
10501,175263,232430,0
10502,168013,207192,1
10503,58812,97930,0
10504,184323,195271,1
10505,78492,286611,1
10506,77158,86673,1
10507,107671,79283,1
10508,183129,287709,0
10509,98975,288864,0
10510,127270,288514,1
10511,64140,276554,1
10512,113078,95019,0
10513,151552,33342,0
10514,166209,200259,1
10515,53691,23537,1
10516,141709,120362,0
10517,127876,9800,1
10518,1185,288628,0
10519,140751,224780,0
10520,72361,113158,0
10521,192206,276619,1
10522,79402,112658,0
10523,98229,85118,1
10524,46949,131203,0
10525,86955,37681,1
10526,16989,178722,1
10527,62025,44889,0
10528,68366,114060,0
10529,64319,293839,1
10530,12046,258137,0
10531,71906,91516,0
10532,176558,253311,0
10533,104030,171360,1
10534,125885,153904,0
10535,72454,187542,0
10536,55771,1530,0
10537,101589,257349,1
10538,26605,225224,0
10539,99164,200477,0
10540,165942,101106,0
10541,66975,198892,0
10542,111689,10427,1
10543,12850,219071,1
10544,128976,214639,0
10545,172748,173179,0
10546,149975,112766,0
10547,83858,298001,0
10548,76136,149722,1
10549,128561,82655,0
10550,51489,269972,0
10551,127203,221293,1
10552,83480,110346,1
10553,100517,18913,1
10554,31727,119660,1
10555,181802,287158,0
10556,3640,177649,0
10557,173309,151842,1
10558,148619,11595,0
10559,152787,80813,1
10560,141292,114439,0
10561,150257,272400,0
10562,79969,160771,0
10563,120909,79144,1
10564,29891,90955,0
10565,124883,56806,1
10566,181922,46939,0
10567,179763,2181,0
10568,163074,192563,1
10569,134801,51605,0
10570,66331,124734,1
10571,176155,268722,0
10572,130752,221201,0
10573,88142,40178,0
10574,44472,63424,1
10575,149584,219621,0
10576,5783,72651,1
10577,11524,298360,0
10578,56747,272225,0
10579,69139,84863,0
10580,73998,294652,0
10581,4922,180917,0
10582,108780,4596,0
10583,29278,3015,0
10584,83946,235884,0
10585,17740,278369,0
10586,93502,174976,1
10587,4739,188483,0
10588,137707,186143,0
10589,50699,299633,0
10590,112306,214374,0
10591,60404,69072,0
10592,96840,251186,0
10593,180547,128254,1
10594,35464,3287,1
10595,105714,141223,0
10596,78483,162525,0
10597,61865,178065,0
10598,104533,107975,1
10599,95196,194578,0
10600,103644,51131,1
10601,20184,275228,0
10602,73112,90837,0
10603,16245,38583,0
10604,69681,283000,1
10605,115365,44511,1
10606,9486,293275,0
10607,89627,32706,1
10608,124417,263938,0
10609,187528,13107,0
10610,51159,61837,0
10611,32722,20184,0
10612,95371,48449,1
10613,5833,212421,0
10614,41775,78516,0
10615,18923,102716,0
10616,169745,84674,1
10617,132648,88314,1
10618,175763,233984,1
10619,97462,33277,0
10620,122373,78005,1
10621,48433,291372,1
10622,131689,4744,1
10623,80803,1319,0
10624,87843,254970,1
10625,57882,145784,0
10626,78411,257412,0
10627,183603,143052,1
10628,71894,251448,0
10629,6377,134631,0
10630,119151,239845,0
10631,176694,34100,0
10632,163440,111637,1
10633,154792,120398,1
10634,60423,240266,0
10635,102055,177501,0
10636,44536,169159,1
10637,137079,254503,0
10638,98932,1644,0
10639,149137,92877,1
10640,77234,43047,1
10641,42678,80149,0
10642,58358,132460,1
10643,57586,136924,0
10644,78844,179313,0
10645,29406,77929,0
10646,188847,274903,0
10647,152824,38701,1
10648,59485,221514,1
10649,159606,113963,0
10650,2172,140012,1
10651,98190,124041,1
10652,18154,8464,1
10653,51636,141923,1
10654,33752,38628,1
10655,127537,146596,0
10656,17034,254788,1
10657,86597,236474,1
10658,158975,179140,1
10659,172908,84417,0
10660,93155,89712,0
10661,188928,106884,0
10662,173894,300101,0
10663,189292,193278,0
10664,11735,105155,1
10665,164720,95554,1
10666,183950,130078,1
10667,152165,201601,1
10668,29775,179204,0
10669,189503,264027,0
10670,39677,137828,1
10671,102769,39688,0
10672,28692,258486,0
10673,82941,247653,1
10674,94795,87881,0
10675,11443,288537,0
10676,67497,38770,1
10677,164195,181339,0
10678,117789,170349,0
10679,47458,44890,1
10680,89002,113612,1
10681,186692,22857,0
10682,54024,182303,1
10683,124984,24148,1
10684,154574,82162,0
10685,178269,262274,0
10686,83077,277607,0
10687,75562,149916,0
10688,162607,165120,0
10689,35965,72945,0
10690,171211,198616,0
10691,18291,183137,1
10692,185734,54772,0
10693,180717,290398,0
10694,46495,112849,0
10695,97106,118712,1
10696,190050,232287,1
10697,102168,295661,0
10698,184845,228821,1
10699,76847,105997,0
10700,179047,68754,0
10701,157491,156290,1
10702,147809,131227,0
10703,42457,231273,0
10704,53950,154847,0
10705,111451,179966,0
10706,7154,130888,1
10707,24744,142687,0
10708,151837,275485,0
10709,36751,1586,0
10710,140242,98642,1
10711,47412,132601,1
10712,82896,137860,1
10713,181982,94677,0
10714,114370,221715,0
10715,130688,122938,0
10716,29532,242450,1
10717,98263,154983,0
10718,3262,32266,1
10719,48780,30811,0
10720,66661,114509,0
10721,170624,254719,0
10722,80657,60441,0
10723,14499,74367,0
10724,142599,56236,0
10725,303,251495,1
10726,168171,20106,1
10727,15782,35972,1
10728,163648,131239,0
10729,179324,64057,1
10730,21463,22593,0
10731,105717,243064,0
10732,55677,273411,0
10733,82919,175823,1
10734,105480,276724,0
10735,160693,61509,0
10736,29863,227119,0
10737,67108,271059,0
10738,168739,278116,0
10739,111385,42822,1
10740,106095,39855,0
10741,13413,105193,1
10742,31624,234365,1
10743,41793,92087,0
10744,133028,162678,0
10745,63394,217289,0
10746,18992,24220,0
10747,154586,275559,1
10748,22439,199570,0
10749,119918,230715,0
10750,90777,173460,1
10751,27571,271170,1
10752,60271,186599,1
10753,152492,235973,0
10754,5557,275801,0
10755,69648,8873,0
10756,189517,80866,0
10757,7993,279633,1
10758,40515,149787,0
10759,23824,114260,0
10760,82035,167767,1
10761,170691,153845,0
10762,62067,128584,0
10763,158181,82270,0
10764,184447,5495,1
10765,136572,18314,0
10766,167574,206200,1
10767,179476,126667,0
10768,14391,20584,0
10769,5055,289262,0
10770,50253,166058,1
10771,106900,127152,0
10772,25119,74883,1
10773,47425,205500,0
10774,178157,3612,1
10775,176369,233174,1
10776,71187,57537,0
10777,40008,84826,0
10778,69090,266757,0
10779,29567,115343,0
10780,86153,300521,0
10781,24444,45621,1
10782,176140,185551,0
10783,183725,207173,0
10784,149677,219310,1
10785,49928,150452,0
10786,192444,253132,0
10787,49750,188944,0
10788,189271,246995,1
10789,102430,17214,0
10790,63659,188991,0
10791,2318,105176,0
10792,148690,289985,0
10793,118830,76150,1
10794,106490,99005,1
10795,121897,262235,1
10796,29348,228264,0
10797,192318,112840,1
10798,177883,41231,0
10799,62301,206603,1
10800,68236,25242,1
10801,40674,31229,0
10802,136539,147625,0
10803,176848,118440,1
10804,59267,72356,1
10805,103082,257562,0
10806,164246,253651,1
10807,132878,62818,0
10808,160149,285279,1
10809,89198,188317,0
10810,64567,296243,1
10811,134517,164020,1
10812,87298,224539,0
10813,145062,235232,1
10814,24645,103360,0
10815,137303,8254,1
10816,189610,163127,0
10817,112187,212473,1
10818,151829,249068,0
10819,21687,30864,1
10820,136006,228722,1
10821,164993,266566,0
10822,128761,39646,0
10823,38673,142573,1
10824,157483,141108,0
10825,60760,52406,0
10826,37944,66618,1
10827,53649,202600,0
10828,139470,49549,0
10829,25698,134138,1
10830,193,120419,0
10831,68272,105531,0
10832,109199,126517,0
10833,124680,275734,0
10834,110179,99991,0
10835,143718,283656,1
10836,74546,230504,0
10837,105019,233512,1
10838,3567,41138,1
10839,2465,59854,0
10840,110406,58423,1
10841,65932,153868,1
10842,647,204492,1
10843,40788,111439,1
10844,179107,7266,0
10845,89852,75736,0
10846,29193,242536,0
10847,45596,126111,0
10848,45771,219446,0
10849,146707,185025,0
10850,183944,201246,1
10851,139561,143708,0
10852,72862,185726,0
10853,135217,142246,0
10854,14824,285382,0
10855,15247,92992,0
10856,49798,265572,0
10857,92239,157732,0
10858,69398,17346,0
10859,125894,268621,0
10860,85567,179099,1
10861,146731,220730,1
10862,72047,268805,1
10863,45015,236709,1
10864,47935,266461,0
10865,67503,254650,0
10866,136894,270963,0
10867,44652,185810,1
10868,82956,177097,0
10869,26145,298562,0
10870,11182,157835,0
10871,118954,156914,0
10872,109384,118788,1
10873,149443,144069,1
10874,83537,151351,1
10875,186540,255479,0
10876,4062,274085,0
10877,34898,231108,1
10878,125703,200302,0
10879,3488,189588,0
10880,181805,108422,1
10881,81029,130048,1
10882,191606,183368,1
10883,69369,252444,0
10884,102562,263348,0
10885,89178,33757,1
10886,88424,190609,0
10887,156755,69338,0
10888,46824,170919,0
10889,70891,253846,0
10890,174978,70202,0
10891,132980,224069,0
10892,28415,244518,0
10893,150621,151613,0
10894,186702,230932,1
10895,111987,188524,1
10896,123007,181934,0
10897,56148,54550,0
10898,119840,290051,0
10899,111180,84238,1
10900,55048,20266,0
10901,94149,294986,0
10902,118900,121739,1
10903,155353,64690,1
10904,184807,141961,0
10905,17049,164635,1
10906,64286,273839,1
10907,12196,119077,0
10908,124704,186168,1
10909,163009,8703,1
10910,139291,15897,0
10911,184014,278388,0
10912,2194,210135,1
10913,72404,194931,1
10914,95268,249732,1
10915,37499,8169,0
10916,43189,190909,0
10917,2455,295971,1
10918,90645,26147,0
10919,62904,7599,0
10920,27036,219982,0
10921,22241,214489,1
10922,144896,291743,1
10923,171835,114042,1
10924,86693,82550,1
10925,98055,58295,0
10926,25593,25366,0
10927,156215,259142,0
10928,71588,260619,0
10929,176764,12647,1
10930,178132,94008,0
10931,123583,171983,0
10932,147419,211327,1
10933,162769,63986,0
10934,42889,30693,1
10935,2036,21174,1
10936,112152,254126,0
10937,165415,288092,1
10938,112568,106717,0
10939,86035,8396,1
10940,154899,99919,0
10941,114387,294548,1
10942,28916,48068,1
10943,129736,64483,0
10944,80380,7955,0
10945,189974,271981,1
10946,189081,220262,0
10947,61319,26511,1
10948,88469,259444,1
10949,18187,121110,1
10950,172737,288926,0
10951,21384,43608,1
10952,8412,77739,1
10953,95076,174983,1
10954,190751,174256,1
10955,123514,241952,0
10956,14994,292795,0
10957,87331,184846,0
10958,81941,49690,1
10959,178898,178230,0
10960,8634,211311,1
10961,169581,228577,0
10962,186228,137482,1
10963,156154,47026,0
10964,23889,196179,1
10965,55101,81301,0
10966,30665,83737,0
10967,157998,101940,1
10968,26690,67683,0
10969,31988,74312,1
10970,33905,259206,0
10971,8674,80985,0
10972,29988,38149,1
10973,141663,75523,0
10974,85321,26375,1
10975,15539,36043,1
10976,66861,132322,0
10977,66410,176609,0
10978,55478,266285,1
10979,4301,183807,0
10980,119069,50833,1
10981,112259,191514,0
10982,35554,124471,1
10983,102375,241543,1
10984,53041,157823,0
10985,146689,175412,0
10986,111489,66303,0
10987,40897,79268,0
10988,56596,276457,0
10989,120264,214393,0
10990,9290,69387,0
10991,169608,21550,1
10992,133614,168108,1
10993,93754,79518,1
10994,59017,155183,0
10995,15079,29139,0
10996,73858,122907,0
10997,5442,116156,0
10998,117480,300762,1
10999,75119,104923,1
11000,84424,135235,0
11001,8128,87972,0
11002,27449,196528,1
11003,160095,298077,0
11004,42071,12487,0
11005,167421,17334,1
11006,61323,267368,0
11007,33916,209987,1
11008,141146,14969,1
11009,107714,110494,0
11010,1105,2785,0
11011,159861,255505,1
11012,139412,68853,1
11013,167838,74592,0
11014,83773,203994,0
11015,137140,90760,0
11016,32537,299981,1
11017,138876,151620,0
11018,93541,53639,1
11019,2695,158717,0
11020,94021,91911,1
11021,157446,91192,0
11022,71040,258265,0
11023,54833,154358,1
11024,165461,65672,0
11025,19242,163933,0
11026,75249,244270,0
11027,53737,217801,1
11028,156020,280030,1
11029,135597,649,1
11030,123238,250374,1
11031,162095,294170,0
11032,90035,232638,0
11033,139480,17193,0
11034,191284,1904,1
11035,98804,147768,1
11036,57117,89958,1
11037,56470,49986,0
11038,11910,240570,0
11039,79073,103461,1
11040,59599,297831,0
11041,130315,198215,0
11042,86342,179006,1
11043,20995,193154,0
11044,162297,81632,1
11045,112824,61970,1
11046,186802,289443,0
11047,50726,289902,0
11048,124950,257534,0
11049,167337,136725,0
11050,11811,153186,0
11051,17156,34695,0
11052,107849,165163,1
11053,136131,189091,1
11054,153980,240968,0
11055,137555,217829,0
11056,23843,240529,1
11057,124628,132683,0
11058,133521,101961,1
11059,46141,181199,0
11060,6281,72989,0
11061,126541,80470,0
11062,135287,204891,0
11063,192375,235944,0
11064,13010,67534,0
11065,146596,200437,1
11066,69301,222760,0
11067,118676,176495,1
11068,35536,106397,0
11069,174325,190730,1
11070,180890,35606,0
11071,11059,144372,0
11072,124468,161533,1
11073,27218,4521,1
11074,129531,245801,0
11075,41207,128257,1
11076,165658,172672,0
11077,189344,282530,0
11078,17879,92620,0
11079,37019,194268,0
11080,856,144932,0
11081,90450,260541,1
11082,52454,95160,0
11083,878,17960,1
11084,57774,54809,0
11085,111716,226153,1
11086,169990,82957,1
11087,40193,293357,1
11088,28659,136235,0
11089,32149,71347,0
11090,96917,228338,1
11091,83637,192990,0
11092,105488,62948,0
11093,16442,117356,1
11094,232,126639,0
11095,168617,39826,1
11096,389,283353,0
11097,113997,101668,0
11098,126907,61905,1
11099,191537,299572,0
11100,11110,9478,1
11101,28609,265290,0
11102,5477,17944,0
11103,184994,170435,0
11104,145935,290574,0
11105,50359,23166,1
11106,139751,287844,1
11107,21483,222694,0
11108,118261,269740,1
11109,82717,201224,0
11110,34042,241724,0
11111,188383,273473,0
11112,176759,152877,0
11113,100705,70266,0
11114,32172,2751,1
11115,17426,106987,0
11116,77403,273658,0
11117,160489,19014,0
11118,118323,128815,1
11119,98669,218819,0
11120,143593,288241,1
11121,182635,82667,0
11122,40171,198039,1
11123,80558,128612,0
11124,183119,227168,0
11125,114064,227699,0
11126,24477,209360,0
11127,178548,259872,0
11128,68433,19291,1
11129,166169,92109,0
11130,56628,296570,1
11131,138658,295645,0
11132,111277,290543,1
11133,60818,232812,1
11134,43385,129995,1
11135,36050,71762,1
11136,61557,84102,0
11137,113777,92557,1
11138,26366,145579,0
11139,2746,199623,0
11140,130862,171346,0
11141,45403,216527,1
11142,73196,14885,0
11143,175478,45483,0
11144,178136,153689,1
11145,90650,69596,1
11146,71614,226183,0
11147,145546,166396,0
11148,31061,149669,0
11149,121139,211469,1
11150,58346,22435,1
11151,137369,260557,0
11152,14745,128540,0
11153,53346,293115,0
11154,140275,295112,1
11155,12043,263143,0
11156,186079,27264,1
11157,14489,181281,0
11158,182356,138392,0
11159,130326,235723,0
11160,116825,230098,0
11161,53593,12546,1
11162,121360,67019,1
11163,76584,260895,0
11164,130708,5499,0
11165,105348,228395,0
11166,77235,10620,0
11167,189427,93365,1
11168,85868,52449,0
11169,91517,117808,0
11170,38984,220891,0
11171,166957,53744,0
11172,95560,242047,0
11173,184391,83651,1
11174,145440,259095,1
11175,114747,267796,0
11176,144541,227941,0
11177,108070,824,1
11178,6177,37717,0
11179,70350,210541,0
11180,69378,130445,0
11181,182860,206259,1
11182,89563,229959,0
11183,38103,268347,0
11184,22530,258858,1
11185,36831,112972,1
11186,160199,191562,0
11187,11342,193166,1
11188,174061,58488,0
11189,163757,200874,0
11190,189226,191479,1
11191,133442,225582,0
11192,151568,1201,0
11193,39069,90752,0
11194,158748,57850,0
11195,349,20636,0
11196,53763,194851,0
11197,46436,168424,1
11198,160745,202952,1
11199,120485,43745,0
11200,50196,37912,1
11201,4005,9915,0
11202,105723,235500,0
11203,14610,276507,0
11204,167087,5234,1
11205,143243,14102,0
11206,4567,147082,1
11207,163148,14643,0
11208,52271,38243,1
11209,113798,51481,1
11210,91193,71023,1
11211,159879,149842,0
11212,101884,188896,0
11213,114483,17401,1
11214,35582,38660,0
11215,65832,148467,0
11216,2280,215394,1
11217,46663,178914,0
11218,155650,277497,0
11219,129371,197563,0
11220,44585,265063,0
11221,94932,146534,1
11222,65969,184000,1
11223,134263,170590,0
11224,156455,274676,0
11225,105756,228890,1
11226,47483,172901,1
11227,12082,109536,1
11228,41087,228185,0
11229,154682,6626,1
11230,66947,245804,1
11231,29580,156099,0
11232,19595,292821,0
11233,122333,277659,0
11234,117136,75683,1
11235,159966,194444,1
11236,49829,173659,0
11237,104048,35955,1
11238,172355,109982,1
11239,112492,78955,0
11240,19824,191899,0
11241,45021,268440,0
11242,142543,108276,1
11243,129984,3033,0
11244,80802,57535,1
11245,16075,236921,1
11246,70846,232418,1
11247,10128,146036,0
11248,37119,98415,0
11249,170085,297550,1
11250,15362,266896,0
11251,114231,92467,1
11252,166384,128496,1
11253,91815,240701,1
11254,111456,270459,0
11255,9802,259165,1
11256,57773,113832,1
11257,109204,298385,0
11258,136903,26886,0
11259,67533,86758,0
11260,21806,183116,0
11261,19172,21447,1
11262,154124,68071,0
11263,24514,45077,1
11264,38310,11890,1
11265,49014,243352,1
11266,26157,272342,0
11267,167384,31672,1
11268,61254,196080,0
11269,52967,22249,0
11270,70127,191438,0
11271,191408,221376,1
11272,33341,170754,1
11273,178990,214548,0
11274,10023,163812,1
11275,52533,273780,1
11276,93942,3710,0
11277,117724,54613,0
11278,2474,278478,1
11279,17861,12941,0
11280,62092,29458,0
11281,57702,48154,0
11282,69725,15561,1
11283,103631,243480,1
11284,105206,20134,1
11285,45340,134924,1
11286,169088,158172,0
11287,8619,300856,0
11288,157190,109067,0
11289,95334,290030,0
11290,190402,178622,0
11291,21217,157819,0
11292,141996,81521,0
11293,84762,265979,1
11294,73583,174550,1
11295,156423,268715,0
11296,174746,206921,0
11297,78360,233604,1
11298,136463,137567,0
11299,91572,177813,0
11300,13263,112929,0
11301,174620,269062,1
11302,140687,293068,0
11303,120155,92493,0
11304,179227,935,0
11305,44470,236170,0
11306,158346,225736,0
11307,88916,14002,0
11308,88971,214385,1
11309,112765,49516,0
11310,181866,204217,1
11311,82279,157903,0
11312,64677,56510,0
11313,52865,56189,0
11314,80978,234525,0
11315,41837,30587,0
11316,820,258371,0
11317,10768,144994,0
11318,153918,236859,0
11319,107845,49808,0
11320,40435,205100,0
11321,60991,201632,1
11322,59726,233048,0
11323,178374,24510,1
11324,114578,6362,1
11325,83110,191776,0
11326,90573,88896,0
11327,36125,261260,0
11328,66121,132744,0
11329,94034,117027,1
11330,88588,163878,1
11331,136427,126117,1
11332,101133,266378,1
11333,118635,22197,0
11334,145711,26358,0
11335,108669,85172,0
11336,145753,230921,0
11337,81205,14305,0
11338,175721,258199,0
11339,86609,275363,0
11340,171844,104975,1
11341,186821,151368,0
11342,106878,135259,1
11343,166066,182747,1
11344,71369,45232,0
11345,69326,223688,1
11346,14142,159062,0
11347,38140,9066,0
11348,7962,191245,0
11349,64869,68114,1
11350,40930,253536,1
11351,55057,125812,1
11352,135444,272226,1
11353,155515,218799,1
11354,104591,290395,0
11355,51774,141519,1
11356,54712,36737,0
11357,10779,165650,0
11358,184763,16444,0
11359,120008,257643,0
11360,83749,56191,0
11361,186924,276332,1
11362,79855,46256,0
11363,187431,213710,1
11364,11077,163913,1
11365,53695,25302,1
11366,120597,174885,0
11367,115918,234016,0
11368,88453,17941,1
11369,126030,53380,0
11370,86066,218713,0
11371,140512,40970,0
11372,109835,148920,0
11373,3045,18521,0
11374,187993,170741,0
11375,121974,111694,0
11376,127796,51383,0
11377,115538,9411,1
11378,80597,94910,1
11379,38860,25913,0
11380,153569,167683,0
11381,109465,24993,1
11382,87964,68690,1
11383,56075,4273,1
11384,45883,10146,0
11385,98676,290462,0
11386,146922,50739,0
11387,62253,68989,1
11388,7544,17791,1
11389,55484,284882,1
11390,166387,129325,0
11391,61128,22710,0
11392,88850,50677,1
11393,529,300129,0
11394,114876,169601,0
11395,157766,173293,1
11396,52239,215776,0
11397,33434,247254,1
11398,93171,207548,1
11399,65214,17319,0
11400,108889,194431,1
11401,72259,198628,0
11402,24772,285742,0
11403,12476,66214,1
11404,73881,22185,1
11405,88540,168328,0
11406,130583,185389,1
11407,98858,235311,0
11408,50836,34686,1
11409,2195,76178,1
11410,95106,89711,0
11411,47955,68082,0
11412,29326,176124,0
11413,811,263526,0
11414,164299,106257,1
11415,145741,109908,1
11416,73263,131984,1
11417,150158,132805,1
11418,116076,163169,0
11419,179776,299909,0
11420,39823,253100,0
11421,72355,131653,1
11422,166976,99713,1
11423,13197,106905,0
11424,135565,129639,1
11425,152699,162318,1
11426,120085,152410,0
11427,182430,183487,1
11428,77113,214749,0
11429,110196,37779,0
11430,126936,234750,0
11431,148223,224102,1
11432,106420,255009,0
11433,160089,226160,1
11434,147076,252060,0
11435,186357,6110,1
11436,21422,15170,1
11437,92272,251664,1
11438,71012,64206,1
11439,179759,162834,1
11440,63325,235720,0
11441,123885,100240,1
11442,24668,68361,0
11443,128835,123305,1
11444,4362,49495,0
11445,143085,115826,0
11446,149325,221927,0
11447,106389,152740,1
11448,44733,199385,1
11449,36746,135068,0
11450,175457,170062,0
11451,117166,114901,1
11452,56223,185089,1
11453,45646,126907,1
11454,135761,104180,0
11455,104635,79271,0
11456,8350,126184,1
11457,89369,249279,0
11458,144453,50937,0
11459,88377,190021,1
11460,69994,113222,0
11461,148259,139772,1
11462,141159,55166,1
11463,1618,151667,0
11464,6507,34948,0
11465,56543,184640,0
11466,170956,99921,0
11467,58532,117651,1
11468,116630,165578,0
11469,90861,85747,1
11470,135528,57867,1
11471,147712,152940,0
11472,74553,213590,0
11473,21503,130128,0
11474,16382,163478,1
11475,82680,132556,0
11476,21002,281180,1
11477,159174,233334,1
11478,126036,298881,0
11479,55701,53767,0
11480,92207,197325,1
11481,149072,189794,0
11482,100953,47654,0
11483,121189,174608,0
11484,46309,64231,1
11485,17834,101572,0
11486,142572,286478,0
11487,115831,125748,0
11488,176477,157967,0
11489,63386,210246,1
11490,71174,73651,0
11491,142773,220356,0
11492,122362,164802,1
11493,190975,157438,0
11494,33733,66276,1
11495,9983,222042,1
11496,138594,33664,0
11497,99927,79174,0
11498,41822,85946,0
11499,73719,255985,0
11500,125126,97157,0
11501,110970,224637,0
11502,184693,136340,0
11503,54087,136226,0
11504,18438,97707,0
11505,51492,205230,0
11506,188527,215699,1
11507,99739,142487,0
11508,83475,112753,0
11509,4735,254918,1
11510,152008,140753,0
11511,527,66986,0
11512,149773,207409,0
11513,13702,179598,0
11514,4085,6581,1
11515,20129,102146,0
11516,95626,30804,0
11517,58,145388,0
11518,4764,100319,1
11519,147260,206712,1
11520,183154,281621,0
11521,188361,180670,0
11522,3507,220918,1
11523,106330,137419,0
11524,115809,267386,0
11525,153759,174539,0
11526,68016,125073,0
11527,177042,254771,0
11528,77132,125217,0
11529,109892,193014,0
11530,128908,15236,0
11531,78588,279809,1
11532,170562,238798,1
11533,74458,129967,0
11534,43967,221221,1
11535,59401,216751,0
11536,27108,51463,0
11537,56979,212176,0
11538,116971,69307,1
11539,163089,31706,1
11540,29129,127890,1
11541,44112,105000,0
11542,171930,242418,0
11543,114259,257848,0
11544,97786,229294,1
11545,174301,233105,1
11546,90681,91687,1
11547,1891,127943,0
11548,127229,187830,1
11549,155585,184574,1
11550,68318,259221,1
11551,166405,227676,0
11552,47980,172864,0
11553,99356,173538,0
11554,113315,4565,0
11555,59484,291692,1
11556,21761,170835,1
11557,101321,222172,0
11558,88892,205014,0
11559,171562,203652,0
11560,150461,291104,1
11561,89780,257226,1
11562,48429,88411,1
11563,87227,138453,0
11564,66467,95255,0
11565,168285,22107,1
11566,43909,237851,1
11567,160667,201444,0
11568,190567,167811,0
11569,93878,17081,0
11570,155210,7196,0
11571,9680,95944,0
11572,31857,290100,1
11573,167389,81363,1
11574,118549,143468,0
11575,48772,35224,1
11576,95383,236231,0
11577,25805,52006,0
11578,109365,94976,0
11579,1625,218810,0
11580,137006,39327,0
11581,150726,145446,0
11582,9529,194436,1
11583,9966,287566,1
11584,140213,278886,1
11585,137700,211810,1
11586,102595,35610,0
11587,51902,66204,0
11588,135511,43132,0
11589,184464,47999,1
11590,2831,195761,1
11591,64642,288909,0
11592,27324,193930,1
11593,186641,114819,0
11594,82694,197134,0
11595,183449,257531,1
11596,93176,31377,1
11597,134927,29600,0
11598,62964,214553,1
11599,84826,290020,0
11600,100948,190558,0
11601,129038,269295,1
11602,83225,267986,0
11603,90721,211737,0
11604,144189,228875,0
11605,35173,258783,1
11606,171965,39233,0
11607,184602,161236,0
11608,142435,69959,0
11609,179709,240877,0
11610,55825,214285,1
11611,151945,226665,0
11612,91594,2696,0
11613,20186,230476,0
11614,155739,9630,0
11615,101673,44379,0
11616,141411,45414,1
11617,27679,167442,0
11618,29336,136655,0
11619,70924,200536,1
11620,67713,172540,0
11621,52136,286411,0
11622,116165,58558,0
11623,185014,246167,1
11624,184113,145506,0
11625,8261,89410,1
11626,55504,146865,0
11627,179637,185741,1
11628,137225,248532,0
11629,6863,174975,1
11630,136199,89519,0
11631,8972,293817,1
11632,53840,171974,1
11633,176619,142759,0
11634,128532,220984,0
11635,158666,241372,1
11636,18474,208064,0
11637,159515,63676,0
11638,115646,21031,1
11639,64643,276555,0
11640,75070,187394,1
11641,139613,89828,1
11642,90422,116698,1
11643,135529,207233,0
11644,70525,44086,1
11645,10505,99508,0
11646,103705,3945,0
11647,39462,228754,0
11648,6690,13333,0
11649,123266,64975,0
11650,152728,256712,0
11651,173948,198765,0
11652,40475,207042,1
11653,100274,235790,1
11654,25610,227447,0
11655,13199,33603,1
11656,109523,26205,0
11657,32083,126853,1
11658,21318,223039,0
11659,3904,240022,0
11660,105650,123936,1
11661,120369,48699,0
11662,109713,25402,0
11663,164999,116777,0
11664,186915,24008,0
11665,94329,237416,1
11666,111356,143405,0
11667,13856,169797,0
11668,157401,22561,0
11669,161046,265796,0
11670,44801,19576,0
11671,57629,3126,0
11672,174082,275564,0
11673,45715,219154,0
11674,58774,55066,1
11675,163186,30937,0
11676,101870,212742,1
11677,3714,285370,0
11678,79044,181123,1
11679,158016,66848,0
11680,45461,249965,0
11681,165178,143855,0
11682,175885,75702,1
11683,58311,81483,0
11684,132958,273502,0
11685,26890,210158,0
11686,102724,46173,1
11687,186075,233264,1
11688,40558,87010,0
11689,180834,24685,0
11690,88475,146325,1
11691,17601,18566,0
11692,57397,27308,0
11693,7737,279977,1
11694,98650,19690,0
11695,115461,54476,0
11696,64266,112529,1
11697,50451,108490,0
11698,137198,282820,1
11699,155532,97580,1
11700,188446,28434,0
11701,1374,222534,0
11702,70481,153113,1
11703,69095,179242,1
11704,72876,14524,0
11705,146498,115126,0
11706,127669,224627,1
11707,105560,88760,1
11708,185245,75254,1
11709,119090,179392,0
11710,87537,14483,1
11711,147319,150774,0
11712,120183,294462,0
11713,122050,181083,1
11714,12376,298388,0
11715,38887,140006,1
11716,63469,137436,1
11717,58273,219298,0
11718,22921,86012,1
11719,16732,236302,1
11720,31786,127326,1
11721,13274,61631,1
11722,162480,170404,1
11723,35257,139947,0
11724,144661,79460,1
11725,86028,126172,0
11726,45630,177801,1
11727,13089,165547,0
11728,78384,205676,1
11729,93930,13537,0
11730,177907,45403,0
11731,73585,29131,0
11732,182853,207629,0
11733,69483,169988,0
11734,67119,39770,0
11735,154284,112735,0
11736,76201,299086,0
11737,88398,414,0
11738,3659,260567,0
11739,85965,105791,0
11740,30598,245668,1
11741,101652,285171,1
11742,160726,2560,1
11743,20593,213059,0
11744,155151,145541,0
11745,32995,224064,0
11746,49037,237279,1
11747,81801,83145,0
11748,163722,156377,0
11749,166662,57151,1
11750,189534,143632,0
11751,95710,23122,1
11752,20285,251269,0
11753,128771,133395,1
11754,171949,190020,1
11755,40938,30781,1
11756,166026,142735,1
11757,17353,259718,1
11758,20488,28145,1
11759,72093,300201,1
11760,49721,140335,0
11761,84502,123293,1
11762,61373,282156,0
