model,model_display,case_id,holdout_position,original_row_index,y_true,attack_category,baseline_id,baseline_display,integration_steps,feature_index,feature_name,raw_feature_value,scaled_feature_value,attribution,absolute_attribution,absolute_rank
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,zero_scaled,Zero standardized vector,128,69,Fwd Seg Size Min,40.0,1.7942849397659302,8.694807358263638,8.694807358263638,3
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,zero_scaled,Zero standardized vector,128,70,Active Mean,0.0,-0.09103736281394958,0.13189134114332413,0.13189134114332413,36
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,zero_scaled,Zero standardized vector,128,71,Active Std,0.0,-0.06719702482223511,0.02653199938753486,0.02653199938753486,58
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,zero_scaled,Zero standardized vector,128,72,Active Max,0.0,-0.09757475554943085,0.15037177976325558,0.15037177976325558,35
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,zero_scaled,Zero standardized vector,128,73,Active Min,0.0,-0.07560674101114273,-0.010043032403595015,0.010043032403595015,67
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,zero_scaled,Zero standardized vector,128,74,Idle Mean,0.0,-0.29483991861343384,0.20410422603162856,0.20410422603162856,30
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,zero_scaled,Zero standardized vector,128,75,Idle Std,0.0,-0.13760210573673248,-0.0806590552008072,0.0806590552008072,46
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,zero_scaled,Zero standardized vector,128,76,Idle Max,0.0,-0.3058960735797882,0.20729832558475872,0.20729832558475872,29
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,zero_scaled,Zero standardized vector,128,77,Idle Min,0.0,-0.27937188744544983,0.09790683108275677,0.09790683108275677,43
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,0,Dst Port,51982.0,2.029167413711548,-9.91404700873405,9.91404700873405,3
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,1,Protocol,6.0,-0.4150773882865906,0.0,0.0,78
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,2,Flow Duration,22569161.0,0.36975833773612976,-1.3178507090136082,1.3178507090136082,11
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,3,Tot Fwd Pkts,1.0,-0.033733732998371124,-0.0013658068567511713,0.0013658068567511713,32
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,4,Tot Bwd Pkts,2.0,-0.03261594846844673,0.0,0.0,77
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,5,TotLen Fwd Pkts,0.0,-0.036053989082574844,0.00022977243529852687,0.00022977243529852687,38
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,6,TotLen Bwd Pkts,238.0,-0.01960725523531437,-4.8748974654362794e-05,4.8748974654362794e-05,42
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,7,Fwd Pkt Len Max,0.0,-0.6599207520484924,0.5346966283073331,0.5346966283073331,16
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,8,Fwd Pkt Len Min,0.0,-0.2446633279323578,0.0,0.0,75
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,9,Fwd Pkt Len Mean,0.0,-0.7370033860206604,-0.3456750789456148,0.3456750789456148,18
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,10,Fwd Pkt Len Std,0.0,-0.6824519038200378,0.05460190835100054,0.05460190835100054,22
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,11,Bwd Pkt Len Max,238.0,-0.15858164429664612,-0.05361936308987394,0.05361936308987394,23
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,12,Bwd Pkt Len Min,0.0,-0.3786987066268921,0.0,0.0,76
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,13,Bwd Pkt Len Mean,119.0,0.12332050502300262,0.003024659113400852,0.003024659113400852,29
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,14,Bwd Pkt Len Std,168.2914139224,0.1922869235277176,1.0064372092516347,1.0064372092516347,12
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,15,Flow Byts/s,10.545363206,-0.06769456714391708,0.00018287759542522618,0.00018287759542522618,39
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,16,Flow Pkts/s,0.1329247463,-0.3643477261066437,0.0002571928443584233,0.0002571928443584233,37
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,17,Flow IAT Mean,11284580.5,0.750314474105835,0.6509876792653411,0.6509876792653411,14
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,18,Flow IAT Std,15958028.9713317,2.7989683151245117,2.367083286648115,2.367083286648115,8
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,19,Flow IAT Max,22568611.0,1.049683928489685,-3.6765097802100213,3.6765097802100213,6
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,20,Flow IAT Min,550.0,-0.17871125042438507,-2.6158654428688408e-05,2.6158654428688408e-05,44
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,21,Fwd IAT Tot,0.0,-0.3672982156276703,-6.832842652717414e-05,6.832842652717414e-05,40
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,22,Fwd IAT Mean,0.0,-0.24259880185127258,-0.0020053233061236436,0.0020053233061236436,30
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,23,Fwd IAT Std,0.0,-0.3030920922756195,9.661631645355162e-06,9.661631645355162e-06,46
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,24,Fwd IAT Max,0.0,-0.3346872627735138,0.0014511681849460265,0.0014511681849460265,31
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,25,Fwd IAT Min,0.0,-0.19227269291877747,-8.859356889819731e-07,8.859356889819731e-07,47
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,26,Bwd IAT Tot,22568611.0,0.6563389897346497,1.9798510933646458,1.9798510933646458,9
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,27,Bwd IAT Mean,22568611.0,2.8121845722198486,-13.605146276820781,13.605146276820781,2
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,28,Bwd IAT Std,0.0,-0.23024432361125946,0.0,0.0,73
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,29,Bwd IAT Max,22568611.0,1.736902117729187,0.5463488214589473,0.5463488214589473,15
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,30,Bwd IAT Min,22568611.0,3.28910493850708,15.496392552073337,15.496392552073337,1
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,31,Fwd PSH Flags,0.0,-0.1852944940328598,0.0,0.0,74
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,32,Bwd PSH Flags,0.0,0.0,0.0,0.0,63
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,33,Fwd URG Flags,0.0,-0.02324415184557438,0.0,0.0,64
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,34,Bwd URG Flags,0.0,0.0,0.0,0.0,65
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,35,Fwd Header Len,40.0,-0.03493262454867363,-0.0003356677556714639,0.0003356677556714639,35
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,36,Bwd Header Len,64.0,-0.0237740371376276,-0.011512434908959633,0.011512434908959633,27
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,37,Fwd Pkts/s,0.0443082488,-0.3348708748817444,0.0002817930944951086,0.0002817930944951086,36
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,38,Bwd Pkts/s,0.0886164975,-0.3509836792945862,-1.2891126237556116e-05,1.2891126237556116e-05,45
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,39,Pkt Len Min,0.0,-0.24511286616325378,0.0,0.0,66
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,40,Pkt Len Max,238.0,-0.3144305646419525,-0.1175511663224028,0.1175511663224028,20
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,41,Pkt Len Mean,59.5,-0.18224701285362244,0.006916187059132403,0.006916187059132403,28
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,42,Pkt Len Std,119.0,-0.07368714362382889,-0.5166250272761579,0.5166250272761579,17
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,43,Pkt Len Var,14161.0,-0.11123763769865036,-0.04327001082431261,0.04327001082431261,24
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,44,FIN Flag Cnt,0.0,-0.05233189836144447,0.0,0.0,68
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,45,SYN Flag Cnt,0.0,-0.1852944940328598,0.0,0.0,69
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,46,RST Flag Cnt,0.0,-0.5218309164047241,0.0,0.0,67
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,47,PSH Flag Cnt,1.0,0.9456127285957336,-1.488700435641137,1.488700435641137,10
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,48,ACK Flag Cnt,1.0,1.5607398748397827,3.313671613250979,3.313671613250979,7
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,49,URG Flag Cnt,0.0,-0.16248618066310883,0.0,0.0,62
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,50,CWE Flag Count,0.0,-0.02324415184557438,0.0,0.0,61
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,51,ECE Flag Cnt,0.0,-0.5218309164047241,0.0,0.0,60
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,52,Down/Up Ratio,2.0,1.566642165184021,0.22460090340629324,0.22460090340629324,19
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,53,Pkt Size Avg,79.3333333333,-0.08998017013072968,0.10384327269651455,0.10384327269651455,21
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,54,Fwd Seg Size Avg,0.0,-0.7370033860206604,0.9996230403470305,0.9996230403470305,13
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,55,Bwd Seg Size Avg,119.0,0.12332050502300262,-0.02249786786810577,0.02249786786810577,25
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,56,Fwd Byts/b Avg,0.0,0.0,0.0,0.0,71
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,57,Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,72
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,58,Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,57
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,59,Bwd Byts/b Avg,0.0,0.0,0.0,0.0,58
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,60,Bwd Pkts/b Avg,0.0,0.0,0.0,0.0,59
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,61,Bwd Blk Rate Avg,0.0,0.0,0.0,0.0,70
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,62,Subflow Fwd Pkts,1.0,-0.033733732998371124,-5.736765483049856e-05,5.736765483049856e-05,41
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,63,Subflow Fwd Byts,0.0,-0.036053989082574844,0.00037822640513522117,0.00037822640513522117,34
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,64,Subflow Bwd Pkts,2.0,-0.03261594846844673,0.0,0.0,48
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,65,Subflow Bwd Byts,238.0,-0.019610537216067314,3.0198413833784215e-05,3.0198413833784215e-05,43
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,66,Init Fwd Win Byts,26847.0,0.5573360919952393,4.3904013597758444,4.3904013597758444,5
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,67,Init Bwd Win Byts,211.0,-0.3981305956840515,-0.012785222098075234,0.012785222098075234,26
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,68,Fwd Act Data Pkts,0.0,-0.03314182162284851,0.0006803208229412341,0.0006803208229412341,33
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,69,Fwd Seg Size Min,40.0,1.7942849397659302,8.861369577591677,8.861369577591677,4
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,70,Active Mean,0.0,-0.09103736281394958,0.0,0.0,49
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,71,Active Std,0.0,-0.06719702482223511,0.0,0.0,56
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,72,Active Max,0.0,-0.09757475554943085,0.0,0.0,54
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,73,Active Min,0.0,-0.07560674101114273,0.0,0.0,53
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,74,Idle Mean,0.0,-0.29483991861343384,0.0,0.0,52
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,75,Idle Std,0.0,-0.13760210573673248,0.0,0.0,51
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,76,Idle Max,0.0,-0.3058960735797882,0.0,0.0,50
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_median,Benign training median,128,77,Idle Min,0.0,-0.27937188744544983,0.0,0.0,55
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,0,Dst Port,51982.0,2.029167413711548,-4.232825214952436,4.232825214952436,4
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,1,Protocol,6.0,-0.4150773882865906,-0.43337966821239776,0.43337966821239776,21
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,2,Flow Duration,22569161.0,0.36975833773612976,0.2581914077627064,0.2581914077627064,25
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,3,Tot Fwd Pkts,1.0,-0.033733732998371124,-0.0003248184156452431,0.0003248184156452431,64
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,4,Tot Bwd Pkts,2.0,-0.03261594846844673,-0.0003972983436271332,0.0003972983436271332,62
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,5,TotLen Fwd Pkts,0.0,-0.036053989082574844,-0.001312267538367953,0.001312267538367953,56
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,6,TotLen Bwd Pkts,238.0,-0.01960725523531437,-0.0033378360014307395,0.0033378360014307395,53
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,7,Fwd Pkt Len Max,0.0,-0.6599207520484924,0.9480460038747597,0.9480460038747597,15
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,8,Fwd Pkt Len Min,0.0,-0.2446633279323578,0.1862698540114715,0.1862698540114715,30
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,9,Fwd Pkt Len Mean,0.0,-0.7370033860206604,0.16087715645284803,0.16087715645284803,32
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,10,Fwd Pkt Len Std,0.0,-0.6824519038200378,-0.5257986572311291,0.5257986572311291,20
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,11,Bwd Pkt Len Max,238.0,-0.15858164429664612,1.315462023643216,1.315462023643216,7
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,12,Bwd Pkt Len Min,0.0,-0.3786987066268921,-0.08118058272956472,0.08118058272956472,38
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,13,Bwd Pkt Len Mean,119.0,0.12332050502300262,0.18605155753011693,0.18605155753011693,31
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,14,Bwd Pkt Len Std,168.2914139224,0.1922869235277176,-1.0427163718881074,1.0427163718881074,13
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,15,Flow Byts/s,10.545363206,-0.06769456714391708,0.02044735329677158,0.02044735329677158,47
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,16,Flow Pkts/s,0.1329247463,-0.3643477261066437,0.015787077797790407,0.015787077797790407,49
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,17,Flow IAT Mean,11284580.5,0.750314474105835,0.8414284336975143,0.8414284336975143,16
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,18,Flow IAT Std,15958028.9713317,2.7989683151245117,1.2514123103448453,1.2514123103448453,9
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,19,Flow IAT Max,22568611.0,1.049683928489685,-1.1513962605837142,1.1513962605837142,11
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,20,Flow IAT Min,550.0,-0.17871125042438507,0.20803960438073232,0.20803960438073232,28
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,21,Fwd IAT Tot,0.0,-0.3672982156276703,0.029576073985863056,0.029576073985863056,44
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,22,Fwd IAT Mean,0.0,-0.24259880185127258,-0.013678658575040107,0.013678658575040107,50
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,23,Fwd IAT Std,0.0,-0.3030920922756195,-0.2490147025752256,0.2490147025752256,26
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,24,Fwd IAT Max,0.0,-0.3346872627735138,-0.05120368148443531,0.05120368148443531,41
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,25,Fwd IAT Min,0.0,-0.19227269291877747,-0.3077282291268739,0.3077282291268739,24
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,26,Bwd IAT Tot,22568611.0,0.6563389897346497,0.9515420740575473,0.9515420740575473,14
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,27,Bwd IAT Mean,22568611.0,2.8121845722198486,-6.914673837839314,6.914673837839314,2
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,28,Bwd IAT Std,0.0,-0.23024432361125946,-0.11142487300272358,0.11142487300272358,35
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,29,Bwd IAT Max,22568611.0,1.736902117729187,-0.200586144101271,0.200586144101271,29
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,30,Bwd IAT Min,22568611.0,3.28910493850708,6.943009142390379,6.943009142390379,1
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,31,Fwd PSH Flags,0.0,-0.1852944940328598,0.06283989234404029,0.06283989234404029,39
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,32,Bwd PSH Flags,0.0,0.0,0.0,0.0,67
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,33,Fwd URG Flags,0.0,-0.02324415184557438,0.0,0.0,68
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,34,Bwd URG Flags,0.0,0.0,0.0,0.0,69
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,35,Fwd Header Len,40.0,-0.03493262454867363,-0.0011636729077822534,0.0011636729077822534,57
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,36,Bwd Header Len,64.0,-0.0237740371376276,0.0006031582619873694,0.0006031582619873694,59
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,37,Fwd Pkts/s,0.0443082488,-0.3348708748817444,0.0004618390065817722,0.0004618390065817722,61
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,38,Bwd Pkts/s,0.0886164975,-0.3509836792945862,-0.0017818661723185852,0.0017818661723185852,54
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,39,Pkt Len Min,0.0,-0.24511286616325378,0.16001331752523806,0.16001331752523806,33
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,40,Pkt Len Max,238.0,-0.3144305646419525,0.7410273009567916,0.7410273009567916,18
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,41,Pkt Len Mean,59.5,-0.18224701285362244,-0.3186322995397495,0.3186322995397495,23
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,42,Pkt Len Std,119.0,-0.07368714362382889,-0.7854883110905287,0.7854883110905287,17
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,43,Pkt Len Var,14161.0,-0.11123763769865036,0.11014433416077678,0.11014433416077678,36
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,44,FIN Flag Cnt,0.0,-0.05233189836144447,0.0,0.0,70
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,45,SYN Flag Cnt,0.0,-0.1852944940328598,0.023825957006637616,0.023825957006637616,45
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,46,RST Flag Cnt,0.0,-0.5218309164047241,0.03463053582366059,0.03463053582366059,43
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,47,PSH Flag Cnt,1.0,0.9456127285957336,0.12035072433259505,0.12035072433259505,34
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,48,ACK Flag Cnt,1.0,1.5607398748397827,1.2896546663846735,1.2896546663846735,8
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,49,URG Flag Cnt,0.0,-0.16248618066310883,0.0,0.0,78
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,50,CWE Flag Count,0.0,-0.02324415184557438,0.0,0.0,77
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,51,ECE Flag Cnt,0.0,-0.5218309164047241,-1.0622716576955242,1.0622716576955242,12
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,52,Down/Up Ratio,2.0,1.566642165184021,1.178248740088612,1.178248740088612,10
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,53,Pkt Size Avg,79.3333333333,-0.08998017013072968,0.6234828314559936,0.6234828314559936,19
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,54,Fwd Seg Size Avg,0.0,-0.7370033860206604,0.41365754187634696,0.41365754187634696,22
cnn,CNN,NEURAL_DISAGREE_01,55861,52553,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,55,Bwd Seg Size Avg,119.0,0.12332050502300262,-0.22250785247050867,0.22250785247050867,27
