snapshot_id,partition,snapshot_start,snapshot_end_exclusive,flow_edges,unique_nodes,unique_directed_host_pairs,parallel_edge_excess,max_parallel_flow_multiplicity,benign_edges,attack_edges,invalid_label_edges,finite_70_feature_edges,validation_flows_with_both_hosts_seen_in_train,validation_flows_with_seen_directed_edge,isolated_nodes
490,validation,2018-02-20T09:10:00,2018-02-20T09:11:00,14734,2059,6145,8589,433,14734,0,0,14621,14399.0,11603.0,0
491,validation,2018-02-20T09:11:00,2018-02-20T09:12:00,13173,1905,5840,7333,254,13173,0,0,13020,12810.0,10155.0,0
492,validation,2018-02-20T09:12:00,2018-02-20T09:13:00,12642,1819,6027,6615,234,12642,0,0,12488,12215.0,9645.0,0
493,validation,2018-02-20T09:13:00,2018-02-20T09:14:00,13584,1777,6436,7148,278,13584,0,0,13445,13216.0,10919.0,0
494,validation,2018-02-20T09:14:00,2018-02-20T09:15:00,14999,1761,6184,8815,241,14999,0,0,14845,14691.0,12331.0,0
495,validation,2018-02-20T09:15:00,2018-02-20T09:16:00,14324,1739,5792,8532,228,14324,0,0,14236,14007.0,11892.0,0
496,validation,2018-02-20T09:16:00,2018-02-20T09:17:00,12658,1764,5727,6931,405,12658,0,0,12556,12313.0,9927.0,0
497,validation,2018-02-20T09:17:00,2018-02-20T09:18:00,11962,1690,5772,6190,258,11962,0,0,11866,11697.0,9552.0,0
498,validation,2018-02-20T09:18:00,2018-02-20T09:19:00,14260,1866,5977,8283,316,14260,0,0,14154,13919.0,11435.0,0
499,validation,2018-02-20T09:19:00,2018-02-20T09:20:00,15010,1920,5597,9413,426,15010,0,0,14878,14389.0,11831.0,0
500,validation,2018-02-20T09:20:00,2018-02-20T09:21:00,10491,1680,5052,5439,227,10491,0,0,10379,10101.0,8156.0,0
501,validation,2018-02-20T09:21:00,2018-02-20T09:22:00,9803,1669,4915,4888,216,9803,0,0,9689,9373.0,7450.0,0
502,validation,2018-02-20T09:22:00,2018-02-20T09:23:00,16124,1965,6432,9692,331,16124,0,0,15999,15618.0,12563.0,0
503,validation,2018-02-20T09:23:00,2018-02-20T09:24:00,15950,2039,6072,9878,337,15950,0,0,15834,15549.0,12582.0,0
504,validation,2018-02-20T09:24:00,2018-02-20T09:25:00,11383,1700,5492,5891,184,11383,0,0,11310,11005.0,8894.0,0
505,validation,2018-02-20T09:25:00,2018-02-20T09:26:00,10801,1757,5305,5496,190,10801,0,0,10722,10280.0,8180.0,0
506,validation,2018-02-20T09:26:00,2018-02-20T09:27:00,8818,1427,3606,5212,294,8818,0,0,8779,8450.0,6878.0,0
507,validation,2018-02-20T09:27:00,2018-02-20T09:28:00,12007,1581,4625,7382,205,12007,0,0,11954,11569.0,9631.0,0
508,validation,2018-02-20T09:28:00,2018-02-20T09:29:00,15491,1674,6189,9302,375,15491,0,0,15399,15000.0,12751.0,0
509,validation,2018-02-20T09:29:00,2018-02-20T09:30:00,17542,1761,6770,10772,256,17542,0,0,17458,17134.0,14604.0,0
510,validation,2018-02-20T09:30:00,2018-02-20T09:31:00,18242,1766,6949,11293,273,18242,0,0,18111,17676.0,15223.0,0
511,validation,2018-02-20T09:31:00,2018-02-20T09:32:00,18805,1852,6643,12162,374,18805,0,0,18672,18312.0,15486.0,0
512,validation,2018-02-20T09:32:00,2018-02-20T09:33:00,15523,1869,6150,9373,341,15523,0,0,15396,15082.0,12475.0,0
513,validation,2018-02-20T09:33:00,2018-02-20T09:34:00,14542,1720,5839,8703,253,14542,0,0,14415,14124.0,11861.0,0
514,validation,2018-02-20T09:34:00,2018-02-20T09:35:00,12504,1533,5666,6838,224,12504,0,0,12380,12096.0,10238.0,0
515,validation,2018-02-20T09:35:00,2018-02-20T09:36:00,15600,1783,6068,9532,318,15600,0,0,15481,15100.0,12523.0,0
516,validation,2018-02-20T09:36:00,2018-02-20T09:37:00,16016,1937,7061,8955,521,16016,0,0,15903,15520.0,12925.0,0
517,validation,2018-02-20T09:37:00,2018-02-20T09:38:00,16242,1937,6532,9710,414,16242,0,0,16118,15896.0,12791.0,0
518,validation,2018-02-20T09:38:00,2018-02-20T09:39:00,14332,1825,5956,8376,310,14332,0,0,14187,13943.0,11385.0,0
519,validation,2018-02-20T09:39:00,2018-02-20T09:40:00,14438,1769,6332,8106,283,14438,0,0,14287,14016.0,11532.0,0
520,validation,2018-02-20T09:40:00,2018-02-20T09:41:00,14964,1782,6655,8309,234,14964,0,0,14846,14620.0,12165.0,0
521,validation,2018-02-20T09:41:00,2018-02-20T09:42:00,15652,1883,6730,8922,392,15652,0,0,15519,15294.0,12715.0,0
522,validation,2018-02-20T09:42:00,2018-02-20T09:43:00,13865,1743,6212,7653,263,13865,0,0,13742,13556.0,10980.0,0
523,validation,2018-02-20T09:43:00,2018-02-20T09:44:00,14640,1887,6142,8498,495,14640,0,0,14494,14268.0,11587.0,0
524,validation,2018-02-20T09:44:00,2018-02-20T09:45:00,13782,1731,5994,7788,302,13782,0,0,13632,13439.0,10948.0,0
525,validation,2018-02-20T09:45:00,2018-02-20T09:46:00,19867,1870,7367,12500,328,19867,0,0,19746,19524.0,16671.0,0
526,validation,2018-02-20T09:46:00,2018-02-20T09:47:00,14796,1783,6068,8728,262,14796,0,0,14667,14389.0,12148.0,0
527,validation,2018-02-20T09:47:00,2018-02-20T09:48:00,12954,1709,6147,6807,271,12954,0,0,12814,12662.0,10253.0,0
528,validation,2018-02-20T09:48:00,2018-02-20T09:49:00,15272,1800,6413,8859,242,15272,0,0,15137,14857.0,12303.0,0
529,validation,2018-02-20T09:49:00,2018-02-20T09:50:00,16420,1882,6407,10013,392,16420,0,0,16292,16053.0,13195.0,0
530,validation,2018-02-20T09:50:00,2018-02-20T09:51:00,15543,1865,6150,9393,446,15543,0,0,15425,15174.0,12364.0,0
531,validation,2018-02-20T09:51:00,2018-02-20T09:52:00,11985,1700,5787,6198,234,11985,0,0,11878,11623.0,9314.0,0
532,validation,2018-02-20T09:52:00,2018-02-20T09:53:00,12592,1767,5647,6945,259,12592,0,0,12473,12205.0,9684.0,0
533,validation,2018-02-20T09:53:00,2018-02-20T09:54:00,14514,1725,6758,7756,209,14514,0,0,14398,14123.0,11619.0,0
534,validation,2018-02-20T09:54:00,2018-02-20T09:55:00,12061,1550,5120,6941,242,12061,0,0,11966,11705.0,9711.0,0
535,validation,2018-02-20T09:55:00,2018-02-20T09:56:00,14293,1714,5390,8903,370,14293,0,0,14212,13891.0,11560.0,0
536,validation,2018-02-20T09:56:00,2018-02-20T09:57:00,12882,1678,4938,7944,281,12882,0,0,12806,12519.0,10156.0,0
537,validation,2018-02-20T09:57:00,2018-02-20T09:58:00,16449,1686,6060,10389,275,16449,0,0,16318,16033.0,13568.0,0
538,validation,2018-02-20T09:58:00,2018-02-20T09:59:00,20357,1795,7414,12943,371,20357,0,0,20185,19944.0,17146.0,0
539,validation,2018-02-20T09:59:00,2018-02-20T10:00:00,17902,1859,6822,11080,382,17902,0,0,17772,17411.0,14936.0,0
540,validation,2018-02-20T10:00:00,2018-02-20T10:01:00,16486,1696,6361,10125,172,16486,0,0,16339,15999.0,13765.0,0
541,validation,2018-02-20T10:01:00,2018-02-20T10:02:00,15220,1582,5892,9328,152,15220,0,0,15049,14840.0,12722.0,0
542,validation,2018-02-20T10:02:00,2018-02-20T10:03:00,17083,1764,6484,10599,301,17083,0,0,16931,16635.0,14020.0,0
543,validation,2018-02-20T10:03:00,2018-02-20T10:04:00,17725,1975,7082,10643,395,17725,0,0,17580,17254.0,14143.0,0
544,validation,2018-02-20T10:04:00,2018-02-20T10:05:00,12312,1751,5243,7069,302,12312,0,0,12226,11868.0,9574.0,0
545,validation,2018-02-20T10:05:00,2018-02-20T10:06:00,14566,1862,6095,8471,347,14566,0,0,14419,14066.0,11284.0,0
546,validation,2018-02-20T10:06:00,2018-02-20T10:07:00,12179,1690,5576,6603,268,12179,0,0,12051,11742.0,9352.0,0
547,validation,2018-02-20T10:07:00,2018-02-20T10:08:00,13924,1779,6460,7464,219,13924,0,0,13829,13407.0,10944.0,0
548,validation,2018-02-20T10:08:00,2018-02-20T10:09:00,13980,1741,5431,8549,249,13980,0,0,13857,13555.0,11034.0,0
549,validation,2018-02-20T10:09:00,2018-02-20T10:10:00,12246,1649,5020,7226,225,12246,0,0,12161,11670.0,9432.0,0
550,validation,2018-02-20T10:10:00,2018-02-20T10:11:00,11547,1590,5091,6456,214,11547,0,0,11393,11122.0,8756.0,0
551,validation,2018-02-20T10:11:00,2018-02-20T10:12:00,13641,1705,5389,8252,240,13641,0,0,13536,13198.0,10745.0,0
552,validation,2018-02-20T10:12:00,2018-02-20T10:13:00,14396,1852,5453,8943,511,14396,0,0,14292,13862.0,11338.0,0
553,validation,2018-02-20T10:13:00,2018-02-20T10:14:00,14332,1783,5624,8708,309,14202,130,0,14237,13872.0,11353.0,0
554,validation,2018-02-20T10:14:00,2018-02-20T10:15:00,22073,1754,5903,16170,1410,13079,8994,0,21940,21543.0,19084.0,0
555,validation,2018-02-20T10:15:00,2018-02-20T10:16:00,21280,1703,4966,16314,934,12078,9202,0,21180,20894.0,18391.0,0
556,validation,2018-02-20T10:16:00,2018-02-20T10:17:00,28076,1823,6337,21739,918,18983,9093,0,27943,27584.0,24780.0,0
557,validation,2018-02-20T10:17:00,2018-02-20T10:18:00,24789,1846,6001,18788,924,15669,9120,0,24684,24303.0,21713.0,0
558,validation,2018-02-20T10:18:00,2018-02-20T10:19:00,23733,1743,6254,17479,930,14529,9204,0,23640,23235.0,20792.0,0
559,validation,2018-02-20T10:19:00,2018-02-20T10:20:00,23612,1812,5944,17668,926,14438,9174,0,23439,23077.0,20372.0,0
560,validation,2018-02-20T10:20:00,2018-02-20T10:21:00,22979,1714,5625,17354,938,13689,9290,0,22851,22323.0,19852.0,0
561,validation,2018-02-20T10:21:00,2018-02-20T10:22:00,22903,1854,5654,17249,927,13719,9184,0,22795,22443.0,19796.0,0
562,validation,2018-02-20T10:22:00,2018-02-20T10:23:00,21645,1624,5007,16638,930,12423,9222,0,21519,21128.0,18794.0,0
563,validation,2018-02-20T10:23:00,2018-02-20T10:24:00,22983,1678,5382,17601,932,13776,9207,0,22913,22557.0,20165.0,0
564,validation,2018-02-20T10:24:00,2018-02-20T10:25:00,22198,1575,5325,16873,934,12957,9241,0,22136,21702.0,19602.0,0
565,validation,2018-02-20T10:25:00,2018-02-20T10:26:00,20663,1579,5342,15321,926,11487,9176,0,20582,20308.0,18141.0,0
566,validation,2018-02-20T10:26:00,2018-02-20T10:27:00,21209,1661,5845,15364,930,12001,9208,0,21107,20726.0,18521.0,0
567,validation,2018-02-20T10:27:00,2018-02-20T10:28:00,24811,1600,6457,18354,940,15521,9290,0,24693,24306.0,22175.0,0
568,validation,2018-02-20T10:28:00,2018-02-20T10:29:00,27846,1676,7610,20236,932,18628,9218,0,27731,27398.0,24305.0,0
569,validation,2018-02-20T10:29:00,2018-02-20T10:30:00,27645,1755,6727,20918,932,18442,9203,0,27523,27104.0,23587.0,0
570,validation,2018-02-20T10:30:00,2018-02-20T10:31:00,29703,2111,7735,21968,924,20561,9142,0,29508,29024.0,25207.0,0
571,validation,2018-02-20T10:31:00,2018-02-20T10:32:00,28626,1944,7173,21453,936,19351,9275,0,28483,28100.0,24507.0,0
572,validation,2018-02-20T10:32:00,2018-02-20T10:33:00,24520,1786,6040,18480,928,15338,9182,0,24398,24064.0,21197.0,0
573,validation,2018-02-20T10:33:00,2018-02-20T10:34:00,22538,1760,6282,16256,930,13333,9205,0,22386,22097.0,19376.0,0
574,validation,2018-02-20T10:34:00,2018-02-20T10:35:00,25665,1779,7108,18557,934,16433,9232,0,25517,25221.0,22562.0,0
575,validation,2018-02-20T10:35:00,2018-02-20T10:36:00,21438,1690,5110,16328,938,12133,9305,0,21353,21010.0,18732.0,0
576,validation,2018-02-20T10:36:00,2018-02-20T10:37:00,22296,1695,5703,16593,926,13125,9171,0,22179,21854.0,19437.0,0
577,validation,2018-02-20T10:37:00,2018-02-20T10:38:00,23379,1774,5965,17414,920,14234,9145,0,23251,22902.0,20404.0,0
578,validation,2018-02-20T10:38:00,2018-02-20T10:39:00,24154,1761,5702,18452,932,14929,9225,0,24033,23837.0,21357.0,0
579,validation,2018-02-20T10:39:00,2018-02-20T10:40:00,24661,1819,5734,18927,934,15407,9254,0,24538,24208.0,21584.0,0
580,validation,2018-02-20T10:40:00,2018-02-20T10:41:00,23711,1877,6320,17391,930,14523,9188,0,23591,23299.0,20457.0,0
581,validation,2018-02-20T10:41:00,2018-02-20T10:42:00,22834,1802,6144,16690,930,13632,9202,0,22684,22432.0,19855.0,0
582,validation,2018-02-20T10:42:00,2018-02-20T10:43:00,21351,1663,5460,15891,938,12089,9262,0,21219,20877.0,18614.0,0
583,validation,2018-02-20T10:43:00,2018-02-20T10:44:00,21642,1616,5372,16270,926,12450,9192,0,21535,21238.0,18941.0,0
584,validation,2018-02-20T10:44:00,2018-02-20T10:45:00,24167,1894,5648,18519,929,14938,9229,0,24046,23783.0,20975.0,0
585,validation,2018-02-20T10:45:00,2018-02-20T10:46:00,22316,1833,5810,16506,930,13102,9214,0,22213,21879.0,19374.0,0
586,validation,2018-02-20T10:46:00,2018-02-20T10:47:00,24258,1820,5931,18327,936,15022,9236,0,24151,23852.0,21157.0,0
587,validation,2018-02-20T10:47:00,2018-02-20T10:48:00,24599,1718,5847,18752,926,15416,9183,0,24477,24179.0,21745.0,0
588,validation,2018-02-20T10:48:00,2018-02-20T10:49:00,26756,2013,6367,20389,932,17528,9228,0,26569,26239.0,22886.0,0
589,validation,2018-02-20T10:49:00,2018-02-20T10:50:00,24104,1842,5896,18208,935,14832,9272,0,23992,23752.0,21052.0,0
590,validation,2018-02-20T10:50:00,2018-02-20T10:51:00,22618,1782,5590,17028,920,13482,9136,0,22519,22175.0,19549.0,0
591,validation,2018-02-20T10:51:00,2018-02-20T10:52:00,22885,1670,5331,17554,932,13647,9238,0,22808,22436.0,20013.0,0
592,validation,2018-02-20T10:52:00,2018-02-20T10:53:00,23045,1622,5213,17832,920,13903,9142,0,22942,22642.0,20254.0,0
593,validation,2018-02-20T10:53:00,2018-02-20T10:54:00,23446,1706,5728,17718,940,14150,9296,0,23360,23066.0,20558.0,0
594,validation,2018-02-20T10:54:00,2018-02-20T10:55:00,22213,1612,5521,16692,930,12984,9229,0,22130,21752.0,19373.0,0
595,validation,2018-02-20T10:55:00,2018-02-20T10:56:00,23511,1775,5513,17998,934,14261,9250,0,23387,23100.0,20383.0,0
596,validation,2018-02-20T10:56:00,2018-02-20T10:57:00,22275,1696,5933,16342,930,13080,9195,0,22163,21715.0,19408.0,0
597,validation,2018-02-20T10:57:00,2018-02-20T10:58:00,30061,1991,7115,22946,922,20887,9174,0,29928,29548.0,26285.0,0
598,validation,2018-02-20T10:58:00,2018-02-20T10:59:00,30156,1983,7868,22288,938,20880,9276,0,30013,29630.0,26566.0,0
599,validation,2018-02-20T10:59:00,2018-02-20T11:00:00,24330,1806,6262,18068,926,15143,9187,0,24219,23926.0,21457.0,0
